Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_M,Type_H,target
-1.6053584,-1.6264441,-0.5821734,0.82809705,0.47659078,1.0,0.0,0
-1.2047012,-0.2744891,-0.21194966,0.9778138,1.7971789,1.0,0.0,1
0.34784558,0.67187935,-0.23957829,-0.17001459,-0.13653937,1.0,0.0,0
0.097434826,0.94227034,-0.49376178,-0.15005235,-0.6238992,0.0,1.0,0
1.9003923,1.9562366,0.18590276,-0.5393159,-1.4728488,1.0,0.0,0
0.097434826,-0.34208685,0.5008693,-1.1681262,-0.89116114,0.0,1.0,0
-0.102893785,-0.20689136,-1.2121065,2.1655667,0.41370565,0.0,1.0,0
-0.4033867,0.40148836,-0.029600633,-0.030278964,-0.38807994,1.0,0.0,0
0.19759914,-0.071695864,5.6563735,-2.7151992,-0.41952252,0.0,0.0,1
-0.102893785,0.40148836,0.9263503,-0.74891937,0.2564928,1.0,0.0,0
0.84866714,0.53668386,-0.12906374,0.03958885,-0.938325,0.0,1.0,0
0.097434826,-0.13929361,-0.80320257,0.738267,-1.3627998,0.0,1.0,0
-1.455112,-1.0856621,-0.28378412,0.2491923,0.6023611,1.0,0.0,0
1.6499816,0.8746726,-0.20642392,-0.0502412,-1.0955379,0.0,0.0,0
1.2493243,1.0098681,0.8876702,-1.0483528,0.39798436,1.0,0.0,0
1.0990779,0.80707484,1.8436211,-1.5973142,-0.13653937,0.0,1.0,0
0.34784558,0.6042816,1.0147619,-0.8986361,-0.5452928,1.0,0.0,0
0.798585,-0.071695864,1.1418537,-0.88865495,-0.38807994,0.0,1.0,0
-1.6053584,-1.6264441,0.26878867,-0.23988241,0.28793535,1.0,0.0,0
0.14751698,1.0774659,0.3737775,-0.6491082,0.020673491,1.0,0.0,0
0.39792776,-0.20689136,-0.6705851,0.65841806,-1.5042913,1.0,0.0,0
-1.0043726,-0.071695864,0.14169693,-0.6091837,-1.0640953,0.0,1.0,0
1.4496529,1.4830524,-1.1015918,1.776303,-0.27803096,1.0,0.0,0
0.8987493,0.40148836,0.6113838,-0.80880606,0.28793535,1.0,0.0,0
-0.0027294774,1.0098681,1.1584309,-1.1681262,-0.38807994,1.0,0.0,0
-0.80404395,-0.5448801,-0.26720694,1.1175494,-1.48857,0.0,1.0,0
0.59825635,-0.0040981136,0.4732406,-0.8387494,1.0268358,0.0,1.0,0
0.14751698,0.13109738,-0.60980207,0.46877685,1.4984744,0.0,1.0,0
-1.2547833,-0.5448801,-1.0629117,1.5766808,1.2626551,0.0,1.0,0
0.4480099,0.7394771,-1.1844778,2.1356232,-0.3094735,0.0,1.0,0
0.34784558,0.40148836,1.318677,-1.2878996,1.6871299,0.0,1.0,0
0.49809206,0.6042816,-0.33351567,0.42885238,1.3569828,1.0,0.0,0
0.6483385,0.80707484,0.749527,-0.7888438,-1.5042913,1.0,0.0,0
0.4480099,0.40148836,0.81031,-1.2280129,1.0739996,0.0,0.0,0
-0.90420824,-1.3560531,0.20800567,-0.4095614,0.6809675,0.0,1.0,0
-0.2030581,-0.6800756,-1.626536,2.3951323,0.19360764,0.0,1.0,0
0.24768129,1.1450636,-1.4939185,2.3951323,-0.3251948,0.0,1.0,0
0.24768129,-0.071695864,-0.31141275,0.9279082,0.2564928,0.0,1.0,0
-1.154619,-0.2744891,0.87109303,-0.7788627,1.6085234,0.0,0.0,0
0.69842064,0.46908614,0.73847556,-1.2180318,1.1526061,1.0,0.0,0
-0.90420824,-1.1532599,3.7389457,-2.3159547,0.49231207,1.0,0.0,0
-0.0027294774,-0.61247784,-0.5987506,0.5386447,-0.27803096,1.0,0.0,0
0.94883144,0.46908614,-0.93582004,1.0277194,-1.378521,1.0,0.0,0
-0.8541261,-0.74767333,0.9208246,-0.81878716,-1.5671765,0.0,0.0,0
-0.55363315,-0.20689136,-0.49928752,0.87800264,0.6180824,1.0,0.0,0
0.14751698,1.2126614,2.5674915,-2.0364833,-1.5042913,1.0,0.0,0
-0.4033867,-1.0856621,-1.0463346,1.1275306,-0.18370323,1.0,0.0,0
-1.3048655,-1.0180644,-0.23957829,-0.3596558,0.28793535,1.0,0.0,0
-1.0043726,-0.61247784,1.5618091,-1.6472198,0.22505021,1.0,0.0,0
-0.9542904,-1.2884554,-0.4606074,0.3689657,-0.43524382,0.0,1.0,0
0.9989136,0.40148836,-0.95792294,0.76821035,1.5456383,1.0,0.0,0
-1.3048655,-1.0180644,-0.41087586,1.5866619,0.7124101,0.0,1.0,0
-0.80404395,-0.9504666,0.16379984,-0.55927813,0.8224591,1.0,0.0,0
2.150803,2.2266276,1.3020998,-1.5074842,-1.0798166,1.0,0.0,0
0.34784558,0.26629287,-1.687319,1.167455,0.8224591,1.0,0.0,0
1.0489957,0.7394771,0.36272606,-0.23988241,0.9953933,0.0,1.0,0
1.800228,1.8886389,-0.7700482,0.31906012,-1.3313571,0.0,1.0,0
-0.7539618,-0.20689136,5.954763,-2.785067,-0.08937551,1.0,0.0,1
1.14916,0.80707484,1.6723236,-1.6072954,0.052116066,0.0,1.0,0
-1.3549476,-0.8828688,-0.48823604,0.3789468,-1.3156358,0.0,1.0,0
-0.4033867,-1.0856621,-0.16774383,-0.060222313,-1.6929467,1.0,0.0,0
-1.2547833,-1.0180644,-0.23957829,0.21924895,-1.3470784,0.0,1.0,0
-0.55363315,-0.13929361,-0.82530546,0.98779494,-1.3627998,1.0,0.0,0
-0.4033867,0.06349964,0.01460519,-0.38959914,-1.6143403,0.0,0.0,0
0.5481742,0.80707484,0.086439654,-0.4694481,1.0111145,1.0,0.0,0
1.800228,1.8210411,3.5068653,-2.2361057,-1.1112591,0.0,1.0,0
-1.3549476,-0.8152711,0.08091392,-0.38959914,-0.5924567,1.0,0.0,0
1.1992422,0.06349964,0.31852022,-1.1082395,1.1211635,0.0,0.0,0
-0.102893785,0.40148836,-0.64295644,0.45879573,0.1307225,0.0,0.0,0
1.14916,0.80707484,1.2081624,-1.5573897,-0.6238992,1.0,0.0,0
0.14751698,-0.071695864,0.39588043,-1.0982584,1.089721,0.0,1.0,0
-1.0043726,-1.0180644,0.688744,-1.1681262,1.3884254,1.0,0.0,0
-0.45346886,-1.2208576,-1.057386,1.6066241,0.03639478,1.0,0.0,0
0.49809206,-0.071695864,-0.1787953,0.17932448,-1.3942423,1.0,0.0,0
0.9989136,0.46908614,0.87661874,-1.1880884,-1.0798166,1.0,0.0,0
-0.503551,-1.2884554,-1.6431131,2.0857177,0.14644378,1.0,0.0,0
-0.9542904,-0.8828688,-1.0960661,1.5666996,-1.2213081,1.0,0.0,0
0.047352675,0.94227034,-0.3003613,0.03958885,-0.5138503,0.0,0.0,0
-0.2030581,0.53668386,-0.22852685,0.6883614,0.1307225,1.0,0.0,0
0.9989136,0.33389062,0.18590276,-0.7888438,0.55519724,0.0,1.0,0
1.0990779,0.94227034,0.567178,-0.7888438,-1.0326527,0.0,1.0,0
1.2994065,1.0098681,-0.5379676,1.9759254,0.9639507,1.0,0.0,1
0.19759914,-0.4096846,-0.9800258,0.20926782,1.1683275,0.0,1.0,0
0.097434826,1.0774659,0.7274241,-1.1182207,0.6495249,1.0,0.0,0
1.8503102,1.6182479,0.506395,-1.148164,0.38226306,0.0,1.0,0
0.49809206,0.7394771,-1.6762675,2.4350567,1.089721,1.0,0.0,1
-1.154619,-0.8152711,-1.0242317,1.0177382,-0.07365423,1.0,0.0,0
1.14916,1.2126614,0.14169693,-0.21992017,-0.7653908,1.0,0.0,0
-1.4050298,-1.0180644,0.35720032,-0.50937253,1.4513105,0.0,1.0,0
1.4997351,1.5506501,-0.31141275,-0.120109014,0.099279925,0.0,1.0,0
0.24768129,-0.20689136,-1.0629117,1.426964,0.44514823,0.0,1.0,0
-0.7038796,-0.13929361,-0.60427636,0.309079,-0.43524382,0.0,1.0,0
-1.5552763,-1.2884554,1.114225,-1.1182207,-0.74966955,1.0,0.0,0
1.4496529,0.67187935,0.09196538,-0.3496747,-1.0012101,0.0,1.0,0
-1.3549476,-0.74767333,1.4347173,-1.5474087,0.46086952,0.0,1.0,0
0.29776344,-0.13929361,-0.46613315,0.7981537,0.27221408,1.0,0.0,0
-1.2047012,-0.6800756,1.5618091,-1.4575787,1.4827532,1.0,0.0,0
0.29776344,1.2802591,0.35720032,-0.94854164,-0.98548883,0.0,0.0,0
-1.6053584,-1.3560531,0.11959402,-0.17001459,-1.5514551,1.0,0.0,0
-1.4050298,-1.0856621,-0.42745304,1.1175494,-0.08937551,1.0,0.0,0
-0.8541261,-0.8152711,-1.0518603,1.2073795,-0.05793294,0.0,1.0,0
0.5481742,0.67187935,0.76057845,-1.0882773,1.2626551,1.0,0.0,0
-0.8541261,-1.6264441,2.2248964,-1.9366722,1.0739996,1.0,0.0,0
-0.7038796,-0.2744891,-0.07933219,0.23921117,-1.6615041,0.0,1.0,0
0.69842064,0.46908614,-0.63190496,0.5087013,-1.5828977,1.0,0.0,0
-0.90420824,-1.1532599,-1.7094219,1.9559633,0.8539017,1.0,0.0,0
1.14916,0.06349964,-0.14564092,0.03958885,-1.3470784,1.0,0.0,0
0.24768129,1.0774659,-0.35009286,-0.09016566,1.4355893,0.0,1.0,0
0.39792776,0.53668386,-0.43297878,0.1294189,-0.85971856,0.0,1.0,0
1.1992422,1.2802591,0.7274241,-1.0084283,1.5141957,1.0,0.0,0
-0.6037153,-0.20689136,-1.7370505,2.3352456,-1.1112591,1.0,0.0,0
-2.1562622,-2.5728126,3.4350307,-2.345898,-0.042211656,0.0,0.0,0
0.798585,0.26629287,-1.1568491,0.94787043,-1.2213081,0.0,0.0,0
0.94883144,0.67187935,-1.383404,1.4868507,0.31937793,1.0,0.0,0
-1.1045369,-0.8828688,-0.74794525,0.41887128,-0.71822697,1.0,0.0,0
-2.1562622,-2.505215,-0.27273268,-0.5692592,-0.16798195,1.0,0.0,0
-0.7038796,0.13109738,0.7108469,-0.8487305,-1.5828977,0.0,1.0,0
0.59825635,0.06349964,-0.33351567,0.54862577,-1.0012101,0.0,1.0,0
-1.3549476,-0.8152711,-0.6650593,0.23921117,0.49231207,0.0,0.0,0
1.14916,1.2126614,0.36272606,-0.47942922,0.69668883,1.0,0.0,0
-0.0027294774,0.80707484,-0.8087283,0.309079,-0.98548883,0.0,0.0,0
-1.0544547,-0.20689136,3.61738,-2.3159547,-1.268472,1.0,0.0,0
0.047352675,-0.47728235,-1.1015918,1.596643,0.3508205,1.0,0.0,0
1.2994065,0.67187935,0.2743144,-0.10014678,0.22505021,0.0,1.0,0
-1.3549476,-1.3560531,-0.6595336,0.64843696,-0.5452928,1.0,0.0,0
0.4480099,1.6182479,-0.92476857,1.0975872,0.5394759,1.0,0.0,0
-1.4050298,-1.0180644,-0.3169385,-0.07020343,1.2469338,0.0,0.0,0
0.29776344,0.40148836,-0.14011519,-0.0502412,-0.3251948,1.0,0.0,0
1.9003923,2.15903,-0.07933219,0.1893056,0.5866398,1.0,0.0,0
-0.7539618,-1.3560531,-0.112486556,-0.26982576,-1.2370294,0.0,1.0,0
-0.35330456,-0.8152711,-0.5379676,0.89796484,0.9010655,0.0,1.0,0
-1.0544547,-1.4912486,-0.96344864,0.6883614,-0.5452928,1.0,0.0,0
-0.7539618,-0.20689136,-1.0242317,2.0757365,-0.18370323,0.0,1.0,0
-0.0027294774,0.94227034,-0.35009286,-0.10014678,-0.24658838,1.0,0.0,0
-0.6037153,-1.0180644,0.9484532,-1.148164,0.5080334,0.0,1.0,0
1.0990779,0.80707484,0.48429206,-0.6790515,-0.52957153,0.0,1.0,0
1.5498173,1.7534434,1.9651872,-1.6472198,0.33509922,0.0,1.0,0
-1.6053584,-1.4236509,-0.6982137,0.64843696,0.20932893,1.0,0.0,0
0.5481742,0.40148836,-0.33351567,0.109456666,-0.5610141,0.0,1.0,0
0.9989136,0.67187935,0.81031,-0.74891937,-1.2999146,1.0,0.0,0
1.0990779,0.26629287,1.1252766,-1.1880884,0.97967196,1.0,0.0,0
-1.455112,-1.4912486,-0.0074977223,-0.5692592,1.1526061,0.0,1.0,0
-1.6053584,-1.3560531,-0.018549178,0.03958885,1.7185724,1.0,0.0,0
-1.2547833,-1.0856621,1.1473794,-0.8986361,-0.98548883,1.0,0.0,0
0.047352675,-0.4096846,1.7607353,-1.6372387,-1.2841933,1.0,0.0,0
1.3494886,1.5506501,-1.0684375,2.1156611,0.97967196,1.0,0.0,0
-0.6037153,-0.0040981136,-0.28930986,0.13940002,0.69668883,1.0,0.0,0
-1.455112,-1.2208576,4.020758,-2.425747,1.1526061,1.0,0.0,0
0.39792776,1.1450636,-0.33351567,-0.060222313,-1.4099636,1.0,0.0,0
-0.15297593,-0.61247784,0.97055614,-1.2180318,1.3255403,1.0,0.0,0
1.7501459,1.8210411,-0.7589967,0.6983425,-1.3313571,0.0,1.0,0
-1.2047012,-0.2744891,-1.1568491,1.3071907,-1.5828977,0.0,1.0,0
-1.2547833,-1.0856621,-0.18984674,-0.27980688,1.6871299,0.0,1.0,0
-0.503551,0.13109738,-0.035126362,0.34900346,0.80673784,1.0,0.0,0
1.8503102,2.091432,-0.64295644,0.119437784,0.2564928,1.0,0.0,0
-0.4033867,-1.0180644,0.025656646,0.15936224,0.6023611,1.0,0.0,0
-1.1045369,-1.1532599,-0.5766477,1.0077572,1.2783765,1.0,0.0,0
1.9003923,2.0238342,-0.48271033,-0.14007124,-0.5610141,1.0,0.0,0
-0.45346886,0.53668386,-0.12353801,-0.16003348,1.2154913,0.0,1.0,0
-2.1562622,-2.505215,-0.42745304,0.42885238,-1.1112591,0.0,1.0,0
1.8503102,1.7534434,0.4511377,-0.120109014,1.1683275,1.0,0.0,0
1.6499816,0.94227034,1.0644935,-1.4376163,1.9543917,1.0,0.0,0
0.69842064,0.40148836,-0.44403023,-0.49939144,-0.3251948,0.0,1.0,0
-1.0544547,-1.5588464,0.0367081,-0.23988241,-0.5610141,1.0,0.0,0
0.29776344,0.33389062,-0.47165886,1.1175494,-0.78111213,0.0,0.0,0
0.24768129,0.33389062,0.86004156,-1.3278241,-1.2527508,1.0,0.0,0
-0.9542904,-1.2884554,-0.82530546,0.9778138,-0.3566374,0.0,1.0,0
0.14751698,1.1450636,0.031182373,0.34900346,0.8224591,1.0,0.0,0
-0.6037153,0.06349964,0.99265903,-1.1182207,1.5456383,0.0,1.0,0
0.19759914,0.80707484,-0.051703546,-0.7988249,0.9639507,1.0,0.0,0
-1.3549476,-1.0180644,-0.062755,0.44881463,0.5080334,1.0,0.0,0
-1.2547833,-0.5448801,0.97055614,-1.1980696,-1.2213081,1.0,0.0,0
1.2994065,1.5506501,0.14722265,-0.33969358,-0.9697676,0.0,1.0,0
2.100721,2.2942255,1.1086993,-1.1781074,-0.4666864,1.0,0.0,0
1.0990779,0.40148836,-1.0684375,0.9179271,0.41370565,0.0,1.0,1
-0.102893785,-0.4096846,-0.76452243,0.8081348,0.55519724,0.0,1.0,0
-0.503551,0.19869514,-0.3556186,0.23921117,-0.23086709,1.0,0.0,0
0.59825635,1.6182479,-0.6153278,-0.33969358,-0.13653937,0.0,1.0,0
-0.35330456,-0.5448801,0.009079462,-0.27980688,0.16216508,1.0,0.0,0
-0.05281163,0.8746726,-0.9302943,1.2273417,0.9325081,1.0,0.0,0
0.6483385,0.53668386,-0.25062975,-0.4694481,-0.84399724,0.0,1.0,0
-1.3549476,-1.2884554,0.15827411,-0.55927813,1.3569828,1.0,0.0,0
0.24768129,1.2802591,-0.15669237,0.17932448,1.529917,1.0,0.0,0
1.6499816,1.2126614,0.04775956,-0.6491082,-0.5138503,0.0,1.0,0
1.0990779,0.53668386,3.6671114,-2.3359168,-0.95404625,1.0,0.0,0
-1.8557692,-1.8968351,-0.47165886,0.2491923,-1.1427017,0.0,1.0,0
0.5481742,0.13109738,-0.46613315,1.5267752,-1.5514551,1.0,0.0,0
0.097434826,-0.2744891,0.09196538,-0.4195425,-1.1269804,0.0,1.0,0
0.14751698,-0.0040981136,-0.01302345,-0.24986352,-1.598619,0.0,1.0,0
0.19759914,1.0774659,1.5231289,-1.6472198,-0.92260367,1.0,0.0,0
2.0005567,2.091432,-0.74794525,0.70832366,-0.27803096,1.0,0.0,0
0.39792776,1.2802591,1.2247396,-1.0982584,0.083558634,0.0,1.0,0
-1.154619,-0.74767333,-0.33351567,0.08949443,-0.3251948,0.0,0.0,0
0.29776344,0.13109738,-1.6928447,1.2273417,-1.3313571,0.0,1.0,0
-1.3549476,-1.1532599,-0.19537248,-0.36963692,-0.98548883,1.0,0.0,0
-0.35330456,-0.9504666,-0.3611443,0.9578515,1.309819,1.0,0.0,0
-0.503551,-0.8828688,0.9208246,-1.1381829,1.5456383,1.0,0.0,0
-0.45346886,0.33389062,-0.6650593,0.87800264,-0.49812895,1.0,0.0,0
0.39792776,-0.20689136,0.77715564,-1.1781074,1.2783765,0.0,1.0,0
0.14751698,-0.47728235,0.40140614,-0.39958027,0.7910165,1.0,0.0,0
-0.503551,0.13109738,0.8324129,-0.92857945,2.143047,1.0,0.0,0
-2.1562622,-2.6404104,-0.72584236,0.7881726,0.14644378,1.0,0.0,0
0.5481742,0.46908614,-0.9026657,0.907946,-1.6929467,1.0,0.0,0
-1.3549476,-0.9504666,-0.8529341,1.5167941,0.75957394,1.0,0.0,0
-1.2547833,-0.8828688,0.0367081,-0.19995794,0.2407715,0.0,1.0,0
0.49809206,0.6042816,-0.814254,1.2872283,1.0268358,1.0,0.0,0
1.14916,1.1450636,-0.4771846,0.119437784,0.6180824,1.0,0.0,0
1.4496529,1.5506501,-0.13458946,0.07951332,1.1840487,1.0,0.0,0
-0.7539618,-0.47728235,-0.15116665,-0.18997683,0.97967196,0.0,1.0,0
-1.154619,-1.1532599,-0.28378412,0.09947555,-0.1050968,0.0,0.0,0
0.798585,0.6042816,0.46218917,-0.5892215,-0.81255466,1.0,0.0,0
0.39792776,0.19869514,-0.25062975,0.21924895,-1.1427017,0.0,1.0,0
0.69842064,0.46908614,1.3628829,-1.3877108,0.2407715,1.0,0.0,0
-1.3549476,-1.2208576,0.627961,-0.8587116,-1.5514551,0.0,0.0,0
0.39792776,0.46908614,-0.9302943,0.46877685,1.529917,0.0,1.0,0
0.59825635,-0.071695864,0.5727037,-0.70899487,0.9953933,1.0,0.0,0
1.2493243,1.4830524,0.19142848,-0.13009013,-1.2213081,1.0,0.0,0
-2.2063441,-2.708008,-0.93582004,1.2373228,0.11500121,1.0,0.0,0
0.14751698,0.7394771,0.75505275,-1.1381829,0.7910165,1.0,0.0,0
0.84866714,0.6042816,0.09749111,-0.060222313,-1.6615041,1.0,0.0,0
-0.90420824,-0.8828688,-0.106960826,-0.42952362,-1.0640953,0.0,0.0,0
-0.05281163,0.8746726,-0.60980207,1.8162276,-0.07365423,1.0,0.0,0
-1.2047012,-0.8828688,-0.72584236,1.4768696,0.6180824,0.0,1.0,0
1.800228,1.5506501,-0.48823604,0.33902234,0.17788635,1.0,0.0,0
1.0489957,0.67187935,1.0479163,-1.3877108,1.6085234,0.0,0.0,0
0.69842064,0.33389062,0.51744646,-0.0502412,-1.6929467,1.0,0.0,0
-1.9058512,-2.0320306,-0.692688,0.82809705,0.8539017,1.0,0.0,0
-0.15297593,0.13109738,-0.44955596,0.33902234,-1.2527508,1.0,0.0,0
1.1992422,0.7394771,-0.32798994,0.568588,1.4513105,0.0,1.0,0
1.1992422,0.26629287,0.25773722,-0.5692592,0.6495249,0.0,1.0,0
0.49809206,-0.20689136,-0.39429867,0.19928671,0.52375466,1.0,0.0,0
1.2994065,1.0098681,-0.62085354,-0.110127896,1.6556873,1.0,0.0,0
1.9504745,2.0238342,-0.5876992,0.83807814,1.1054423,1.0,0.0,0
-0.80404395,-0.74767333,0.20800567,-0.28978798,-1.6929467,0.0,0.0,0
-0.90420824,-0.61247784,-0.7092652,0.5785691,0.77529526,0.0,1.0,0
-1.0544547,-1.6264441,-0.18984674,0.009645501,0.9167868,0.0,1.0,0
0.14751698,0.7394771,-1.0463346,1.8661331,0.3508205,0.0,1.0,0
1.9003923,2.0238342,-0.62085354,0.29909787,-1.6929467,1.0,0.0,0
-0.90420824,-0.74767333,0.7937328,-0.82876825,-0.52957153,1.0,0.0,0
1.9003923,1.8210411,-0.21747538,0.16934337,0.27221408,0.0,1.0,0
-0.8541261,-0.61247784,-0.5655962,-0.19995794,-0.23086709,1.0,0.0,0
0.74850285,0.46908614,-0.64295644,0.39890903,1.7971789,1.0,0.0,0
0.59825635,0.46908614,1.1473794,-1.2679374,-1.1427017,0.0,0.0,0
0.9989136,0.6042816,0.6832183,-0.8487305,-0.41952252,1.0,0.0,0
