Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_M,Type_H,target
-0.15297593,-0.2744891,0.0753882,0.09947555,1.1211635,0.0,0.0,0
-0.55363315,0.06349964,1.5673348,-1.3877108,0.3665418,1.0,0.0,0
0.097434826,-0.0040981136,0.688744,-0.92857945,1.1211635,0.0,1.0,0
1.1992422,0.94227034,-0.17326955,0.119437784,-0.74966955,0.0,1.0,0
0.39792776,0.19869514,-1.4883928,2.0956988,-0.84399724,0.0,1.0,0
0.19759914,-0.20689136,0.8047843,-0.86869276,0.69668883,1.0,0.0,0
-0.102893785,-0.47728235,0.6832183,-0.47942922,1.5770808,0.0,1.0,0
1.2493243,0.19869514,-0.28378412,0.17932448,0.8224591,0.0,1.0,0
-0.05281163,-0.34208685,1.3242027,-1.3877108,0.9639507,1.0,0.0,0
0.49809206,1.3478569,-0.51033896,-0.31973132,-1.2055868,1.0,0.0,0
-0.55363315,-0.071695864,0.5837552,-0.8587116,-0.3409161,0.0,1.0,0
-2.2063441,-2.5728126,-1.5270729,2.1755478,-1.268472,1.0,0.0,0
0.9989136,0.46908614,3.4129279,-2.2161434,-1.4256848,0.0,1.0,0
-0.503551,0.40148836,1.3684086,-1.7769743,1.3255403,0.0,1.0,0
-1.2047012,-0.9504666,-1.5768045,0.5785691,-1.2055868,0.0,1.0,0
0.8987493,0.40148836,-0.92476857,1.4668885,-0.19942452,1.0,0.0,0
0.19759914,0.94227034,-0.62085354,1.0676439,0.22505021,0.0,0.0,0
-0.45346886,0.26629287,-0.112486556,0.5286636,-0.24658838,1.0,0.0,0
1.2493243,0.13109738,-0.34456712,0.15936224,-1.4414061,1.0,0.0,0
-0.65379745,-0.20689136,1.8159925,-1.6172764,0.16216508,0.0,1.0,0
1.0489957,0.8746726,-0.23405257,-0.16003348,-1.2527508,0.0,1.0,0
-0.25314024,-0.47728235,2.2193706,-1.747031,-1.4099636,1.0,0.0,0
-0.8541261,-1.0856621,-0.52691615,0.7482481,1.1054423,0.0,1.0,0
0.097434826,1.0774659,-0.16221811,0.7482481,0.6023611,0.0,1.0,0
-0.05281163,0.8746726,1.4512944,-1.5573897,0.6809675,1.0,0.0,0
0.6483385,0.7394771,0.11406829,-0.4694481,-0.828276,1.0,0.0,0
0.29776344,0.06349964,-0.3003613,0.98779494,-1.3942423,1.0,0.0,0
0.29776344,-0.2744891,0.79925853,-0.718976,-0.85971856,1.0,0.0,0
-0.25314024,-0.47728235,2.0038671,-1.5973142,0.6809675,0.0,1.0,0
1.8503102,1.8210411,-0.38877296,0.8480593,0.6180824,0.0,1.0,0
1.0489957,0.06349964,-0.8860885,0.81811595,0.9167868,0.0,1.0,1
1.0990779,0.40148836,-1.1347462,1.3171717,0.80673784,1.0,0.0,1
0.34784558,-0.34208685,-0.5545448,0.3789468,-1.0483739,0.0,1.0,0
-1.3048655,-1.0856621,-0.9302943,1.7363787,-0.8754398,1.0,0.0,0
0.34784558,1.1450636,-0.4385045,0.60851246,-1.4571275,1.0,0.0,0
-0.7539618,-0.34208685,-0.024074906,-0.020297848,-0.3251948,0.0,1.0,0
1.7501459,1.8210411,-0.6595336,0.907946,-1.0326527,0.0,1.0,0
-0.8541261,-0.4096846,0.15827411,-0.4195425,0.5080334,1.0,0.0,0
0.047352675,-0.61247784,1.0589678,-0.9585228,-0.24658838,0.0,1.0,0
-0.102893785,-0.2744891,-0.5821734,0.7981537,-0.40380123,0.0,1.0,0
-0.05281163,-0.34208685,0.15274839,-0.44948584,0.9953933,1.0,0.0,0
-0.15297593,-0.5448801,1.3352542,-1.0383717,1.4670318,1.0,0.0,0
-0.102893785,-0.4096846,-0.72584236,0.5586069,0.75957394,1.0,0.0,0
0.14751698,1.2126614,-0.17326955,0.309079,-0.7968334,1.0,0.0,0
-1.0043726,-1.2208576,-0.5379676,0.40889016,1.5141957,1.0,0.0,0
-0.7038796,-0.20689136,-0.42192733,-0.09016566,-0.6553418,0.0,0.0,0
-1.1045369,-1.7616396,2.0038671,-1.5673709,0.33509922,0.0,1.0,0
-0.7539618,-0.8828688,-0.9523972,0.7282859,-0.95404625,0.0,1.0,0
0.94883144,0.8746726,-0.09590937,-0.43950474,-0.7025057,0.0,1.0,0
0.84866714,0.53668386,0.45666343,-0.21992017,-1.6929467,1.0,0.0,0
-0.503551,0.26629287,-0.8695113,1.2972095,-0.29375222,1.0,0.0,0
-0.6037153,-0.9504666,0.24668576,-0.55927813,-1.0326527,1.0,0.0,0
1.3995708,1.4830524,-0.48271033,1.0277194,-0.74966955,0.0,1.0,0
1.7501459,1.6858456,-1.0297574,1.0975872,1.0111145,0.0,1.0,0
-0.9542904,-0.0040981136,-0.029600633,-0.6291459,-0.95404625,1.0,0.0,0
-1.1045369,-1.8292373,-0.12906374,0.009645501,0.9167868,0.0,0.0,0
0.798585,0.46908614,-0.45508167,0.77819145,-1.5828977,0.0,1.0,0
1.3494886,1.3478569,1.5949634,-1.5973142,-0.7025057,1.0,0.0,0
0.34784558,-0.2744891,-0.753471,1.1275306,1.0425571,0.0,0.0,0
-2.2063441,-2.6404104,0.61690956,-1.1880884,0.03639478,0.0,1.0,0
1.2994065,1.3478569,-0.9745001,0.568588,-0.26230967,0.0,1.0,0
-1.3048655,-0.9504666,1.9983416,-1.7869555,-0.41952252,0.0,1.0,0
0.74850285,0.33389062,-0.4771846,0.41887128,0.33509922,1.0,0.0,0
-0.6037153,0.33389062,-1.3557754,1.5766808,1.4827532,0.0,0.0,0
-2.1562622,-2.505215,0.8047843,-0.50937253,-0.37235868,0.0,1.0,0
-0.90420824,-1.4912486,0.24116004,-0.33969358,1.2154913,0.0,1.0,0
-0.25314024,-0.47728235,-0.34456712,0.03958885,0.47659078,1.0,0.0,0
-1.0544547,-0.9504666,-0.39429867,-0.39958027,0.9482294,1.0,0.0,0
1.9504745,2.15903,-1.0463346,0.71830475,-1.6615041,0.0,1.0,0
1.8503102,1.5506501,2.1143818,-1.6871443,1.3412615,1.0,0.0,0
1.4496529,1.6182479,2.1199076,-1.6072954,2.143047,1.0,0.0,0
-0.65379745,-0.071695864,-0.5821734,1.2972095,0.5709185,0.0,1.0,0
-0.80404395,-0.6800756,4.2252097,-2.4856336,-0.29375222,1.0,0.0,0
0.34784558,1.6182479,-0.45508167,0.71830475,-0.52957153,0.0,0.0,0
0.29776344,-0.2744891,-1.3778783,1.7363787,0.17788635,1.0,0.0,0
0.69842064,0.53668386,-0.9800258,1.3171717,-1.6300616,1.0,0.0,0
1.8503102,2.091432,1.0037105,-0.5193537,-0.9068824,1.0,0.0,0
-0.45346886,0.13109738,-0.63190496,1.2672662,0.72813135,1.0,0.0,0
-1.0043726,-1.5588464,-0.73136806,0.38892794,1.529917,1.0,0.0,0
-1.2547833,-1.0180644,-0.50481325,1.426964,-0.38807994,1.0,0.0,0
-1.0043726,-0.5448801,1.0589678,-1.1282017,-1.0955379,1.0,0.0,0
-0.8541261,-0.47728235,-0.76452243,1.1874173,-1.4728488,1.0,0.0,0
0.84866714,0.40148836,-0.8805627,0.5785691,-0.5924567,0.0,1.0,0
1.0990779,0.7394771,0.55612653,-0.718976,-0.48240766,0.0,1.0,0
0.4480099,0.53668386,-0.7589967,0.8081348,-1.3470784,0.0,1.0,0
-0.7539618,-1.2208576,0.13064548,0.45879573,0.86962295,0.0,0.0,0
0.34784558,0.80707484,-0.7755739,0.7881726,-0.43524382,1.0,0.0,0
-0.6037153,0.40148836,0.61690956,-0.6690704,-1.6929467,1.0,0.0,0
0.19759914,0.94227034,2.191742,-1.6072954,0.3665418,1.0,0.0,0
-0.9542904,-1.4236509,-1.3060437,1.3870395,-0.8754398,0.0,1.0,0
1.1992422,1.3478569,-0.34456712,-0.030278964,-1.4099636,0.0,0.0,0
1.14916,0.6042816,0.9429275,-0.9585228,1.7342937,0.0,1.0,1
1.7501459,1.7534434,0.34614888,-0.5792404,0.0049522053,1.0,0.0,0
-1.2547833,-0.9504666,-0.14011519,-0.30975023,0.41370565,1.0,0.0,0
-1.154619,-0.74767333,0.78268135,-1.1681262,0.1307225,0.0,1.0,0
1.14916,0.6042816,1.2302654,-1.5474087,-0.5452928,0.0,1.0,0
-0.05281163,0.13109738,-0.33351567,0.6284747,1.0268358,1.0,0.0,0
-0.6037153,-0.0040981136,-0.753471,0.5586069,1.2154913,1.0,0.0,0
-0.9542904,-1.6264441,2.9100866,-2.076408,0.66524625,0.0,1.0,0
0.94883144,0.33389062,-1.1015918,1.5666996,1.5141957,1.0,0.0,1
-1.3048655,-1.1532599,-0.31141275,0.1893056,-0.95404625,0.0,1.0,0
0.097434826,-0.34208685,0.1361712,-0.65908927,1.1840487,0.0,1.0,0
-1.455112,-1.2208576,-0.057229273,-0.20993906,1.1840487,0.0,1.0,0
-0.05281163,-0.34208685,1.2855226,-1.6472198,0.9325081,1.0,0.0,0
1.7501459,1.0098681,-0.024074906,-0.6690704,0.19360764,1.0,0.0,0
-0.65379745,-0.20689136,-1.3613011,1.9060576,0.27221408,1.0,0.0,0
-0.9542904,-1.6264441,0.14169693,-0.36963692,0.5080334,0.0,1.0,0
0.097434826,1.2126614,-0.571122,0.81811595,1.0582784,1.0,0.0,0
-1.5051941,-1.4236509,-0.33351567,-0.08018455,0.6809675,1.0,0.0,0
2.2008853,2.4970186,0.3737775,-0.6491082,-1.6143403,1.0,0.0,0
2.050639,2.15903,-0.5821734,1.0077572,-1.0169314,1.0,0.0,0
-1.0544547,-1.3560531,-1.3447239,2.28534,-1.0483739,1.0,0.0,0
1.0990779,1.0098681,1.0258135,-0.5992026,0.97967196,1.0,0.0,0
0.14751698,1.2126614,0.3737775,-0.6291459,1.4355893,0.0,1.0,0
-1.2547833,-0.47728235,0.13064548,-0.38959914,-0.120818086,0.0,0.0,0
0.59825635,0.6042816,-0.3998244,-0.28978798,0.7124101,1.0,0.0,0
0.4480099,0.40148836,0.32404596,-0.45946696,1.2312125,1.0,0.0,0
-2.1562622,-2.5728126,-0.44955596,0.059551083,-0.07365423,1.0,0.0,0
1.14916,0.13109738,-0.80320257,1.5367563,-0.7968334,1.0,0.0,0
0.8987493,-0.0040981136,-0.8087283,0.48873907,1.5770808,1.0,0.0,0
-2.1562622,-2.5728126,-0.44955596,0.9778138,0.6809675,0.0,0.0,0
0.6483385,0.40148836,-0.06828073,0.39890903,0.099279925,0.0,0.0,0
0.69842064,0.67187935,-0.29483557,-0.3496747,-0.26230967,0.0,1.0,0
0.84866714,0.7394771,0.5782294,-0.718976,1.5456383,1.0,0.0,0
-0.8541261,-1.4236509,-0.1787953,0.119437784,0.6495249,1.0,0.0,0
1.4496529,1.5506501,1.1860595,-1.3078618,1.5928022,0.0,0.0,0
-0.6037153,-0.13929361,-0.34456712,0.66839916,-0.7653908,0.0,1.0,0
0.19759914,1.0098681,0.67769253,-1.0982584,0.46086952,0.0,0.0,0
0.34784558,0.40148836,-1.0518603,1.4469262,-1.3942423,0.0,1.0,0
-1.4050298,-1.1532599,0.64453816,-0.9685039,0.2564928,1.0,0.0,0
-0.503551,-0.071695864,-0.7092652,0.46877685,-0.21514581,1.0,0.0,0
-0.6037153,-0.8828688,-0.52139044,0.8480593,-0.5924567,1.0,0.0,0
1.0990779,0.8746726,1.1584309,-1.0782962,-1.6143403,0.0,0.0,0
-0.65379745,-0.20689136,0.34062314,-0.42952362,1.0739996,1.0,0.0,0
1.5498173,1.6182479,-0.74794525,2.1456044,0.30365664,1.0,0.0,1
-0.90420824,-0.74767333,1.0921222,-1.4475975,-1.2841933,1.0,0.0,0
-0.90420824,-1.4912486,-0.9081914,0.65841806,1.2626551,1.0,0.0,0
0.14751698,1.2802591,0.76057845,-0.9185983,-0.938325,0.0,1.0,0
0.6483385,0.67187935,-1.057386,0.44881463,-0.4666864,1.0,0.0,0
-1.455112,-1.0856621,-0.64848214,0.20926782,0.63380367,1.0,0.0,0
-0.8541261,-0.5448801,-0.4606074,0.54862577,-0.5138503,1.0,0.0,0
-0.65379745,-0.071695864,0.4511377,-0.5892215,0.3508205,1.0,0.0,0
-0.0027294774,0.94227034,0.27984014,-0.6391271,-1.6143403,1.0,0.0,0
-1.3549476,-1.0856621,-0.6761108,0.77819145,-1.2055868,1.0,0.0,0
-0.2030581,-0.61247784,-0.73136806,1.0576627,-0.3566374,1.0,0.0,0
2.0005567,2.15903,-0.6816365,0.59853137,0.31937793,1.0,0.0,0
1.9003923,2.0238342,0.51744646,-0.70899487,1.5613595,1.0,0.0,0
-0.15297593,-0.5448801,0.8047843,-1.1082395,1.1211635,0.0,1.0,1
-0.9542904,-1.3560531,-0.9137171,0.87800264,0.75957394,0.0,1.0,0
0.9989136,0.40148836,-0.9855516,0.66839916,1.1683275,1.0,0.0,0
-1.8557692,-1.8968351,-0.6374307,0.19928671,1.3884254,0.0,0.0,0
0.19759914,0.67187935,0.30746877,-0.45946696,-1.4571275,0.0,1.0,0
0.047352675,0.33389062,-0.04065209,-0.39958027,0.020673491,1.0,0.0,0
-0.6037153,0.13109738,0.24116004,-0.42952362,0.1307225,0.0,1.0,0
0.24768129,-0.071695864,2.5122342,-2.0165212,1.2783765,0.0,1.0,0
0.34784558,0.40148836,2.578543,-2.0863888,-0.08937551,0.0,1.0,0
-1.0043726,-0.4096846,-1.4552385,2.5847735,-0.9068824,0.0,1.0,0
-0.3032224,-0.47728235,0.8434644,-1.1581451,1.4670318,0.0,1.0,0
0.8987493,0.53668386,0.20247994,-0.14007124,-1.0955379,1.0,0.0,0
1.14916,0.94227034,1.744158,-1.6072954,-1.0169314,0.0,1.0,0
0.39792776,0.53668386,-0.29483557,0.568588,0.6023611,1.0,0.0,0
0.6483385,0.46908614,-0.81977975,1.247304,-0.73394823,0.0,1.0,0
-0.90420824,-1.4236509,-0.42745304,0.54862577,0.9953933,0.0,0.0,0
0.19759914,-0.0040981136,0.11406829,0.22923006,1.2312125,0.0,1.0,0
0.94883144,0.6042816,-0.6540079,0.6184936,-1.2841933,0.0,1.0,0
-0.0027294774,-0.2744891,0.49534354,-0.76888156,-0.29375222,0.0,0.0,0
0.34784558,0.80707484,1.2689455,-1.3477863,-0.7025057,0.0,1.0,0
1.3494886,1.2802591,-0.83083117,0.64843696,-1.4571275,1.0,0.0,0
-0.2030581,0.40148836,0.567178,-0.4894103,0.6495249,1.0,0.0,0
-0.55363315,0.06349964,-0.5379676,0.7981537,1.1526061,1.0,0.0,0
0.4480099,0.40148836,-0.0074977223,-0.32971245,-1.6457828,1.0,0.0,0
1.9003923,1.8210411,0.086439654,-0.65908927,0.31937793,0.0,1.0,0
1.800228,1.6182479,-0.6705851,0.59853137,0.31937793,1.0,0.0,0
0.19759914,-0.13929361,-0.60427636,0.33902234,1.419868,0.0,1.0,0
-0.8541261,-0.2744891,0.0367081,-0.37961805,1.089721,0.0,0.0,0
1.4496529,1.7534434,-0.80320257,0.6384558,-0.40380123,0.0,1.0,0
-0.55363315,0.33389062,0.55612653,-1.0782962,1.3727041,1.0,0.0,0
0.29776344,0.6042816,-0.3777215,-0.20993906,-0.3409161,1.0,0.0,0
1.3494886,1.4154546,0.1361712,-0.7888438,1.2626551,0.0,1.0,0
0.74850285,0.40148836,2.534337,-1.9765967,1.6085234,1.0,0.0,0
0.047352675,1.0774659,0.74400127,-1.0383717,-0.3566374,0.0,0.0,0
2.050639,2.2266276,-0.5600705,0.54862577,1.2626551,1.0,0.0,0
-0.7038796,-0.13929361,-0.6650593,0.48873907,0.11500121,0.0,1.0,0
-1.3549476,-1.0856621,-0.44403023,-0.060222313,-0.7653908,1.0,0.0,0
0.84866714,0.19869514,1.3684086,-1.3278241,-1.1741443,0.0,1.0,0
1.2493243,0.94227034,0.74400127,-1.2978808,1.8129002,1.0,0.0,0
-1.0544547,-0.9504666,0.83793867,-1.0383717,0.1307225,1.0,0.0,0
0.19759914,-0.20689136,0.8434644,-1.2579563,0.11500121,1.0,0.0,0
0.14751698,1.1450636,-0.73689383,0.7482481,-1.4728488,1.0,0.0,0
-0.65379745,-0.0040981136,0.53954935,-0.81878716,-1.0326527,1.0,0.0,0
0.29776344,0.26629287,-0.45508167,0.76821035,0.19360764,1.0,0.0,0
-0.503551,0.13109738,0.4898178,-0.4195425,-0.6867844,0.0,1.0,0
-0.25314024,-0.5448801,-0.24510403,0.15936224,-1.4256848,0.0,1.0,0
1.1992422,0.7394771,-0.95792294,1.4369452,-1.6929467,0.0,1.0,0
0.94883144,0.67187935,0.567178,-0.6890327,0.28793535,1.0,0.0,0
-0.8541261,-1.2884554,-1.1789521,1.8361897,-0.27803096,1.0,0.0,0
-1.3549476,-0.8152711,-0.38877296,0.40889016,0.66524625,0.0,1.0,0
-1.4050298,-1.0180644,-0.63190496,0.5785691,0.020673491,0.0,1.0,0
1.7501459,1.5506501,0.24668576,-0.47942922,-0.52957153,1.0,0.0,0
-1.4050298,-1.1532599,-0.5987506,0.3689657,-0.9697676,0.0,1.0,0
1.0990779,0.8746726,-0.3556186,0.8580404,-0.05793294,1.0,0.0,0
-0.05281163,-0.5448801,-0.26720694,0.42885238,1.6714085,1.0,0.0,0
-1.455112,-1.2208576,-1.0629117,1.0776249,-0.92260367,1.0,0.0,0
-0.503551,-0.9504666,-0.8916142,0.77819145,0.86962295,1.0,0.0,0
-1.9058512,-1.8968351,-0.83083117,0.8580404,-1.5828977,0.0,1.0,0
1.0489957,0.33389062,-0.83083117,0.9578515,0.9639507,1.0,0.0,0
0.6483385,0.06349964,-0.38877296,-0.030278964,1.1211635,0.0,0.0,0
1.3494886,1.3478569,-0.30588704,0.14938113,-0.6710631,0.0,0.0,0
1.2493243,0.26629287,-0.62085354,0.6783803,1.1211635,1.0,0.0,0
1.4997351,1.8210411,-0.62637925,0.6783803,-0.13653937,0.0,1.0,0
1.1992422,0.6042816,0.11406829,-0.81878716,1.0111145,1.0,0.0,0
-1.455112,-1.0856621,0.020130917,-0.04026008,1.529917,1.0,0.0,0
0.84866714,0.46908614,1.7773124,-1.8168988,-0.37235868,0.0,1.0,0
0.4480099,0.46908614,-0.48271033,0.7282859,-1.2999146,0.0,1.0,0
0.798585,0.40148836,0.40693188,0.2491923,-0.16798195,1.0,0.0,0
0.4480099,1.4154546,-0.64295644,0.019626617,-0.7025057,1.0,0.0,0
-0.45346886,-1.0856621,0.020130917,-0.20993906,0.3508205,1.0,0.0,0
0.14751698,-0.071695864,0.76057845,-0.98846614,0.3508205,0.0,0.0,0
1.3995708,0.7394771,0.13064548,-0.7788627,-0.4666864,1.0,0.0,0
1.0489957,0.8746726,-0.6871623,0.40889016,-1.0169314,1.0,0.0,0
0.14751698,1.2802591,0.8434644,-0.8487305,1.2469338,1.0,0.0,0
0.94883144,0.80707484,-0.94134575,0.9778138,-0.6553418,1.0,0.0,0
-0.55363315,0.19869514,-1.6375874,2.2953212,0.86962295,0.0,0.0,0
-1.5552763,-1.4912486,0.09749111,-0.18997683,0.42942694,1.0,0.0,0
0.24768129,-0.34208685,1.4126143,-1.2280129,0.14644378,1.0,0.0,0
-1.0544547,-0.61247784,-0.1787953,-0.30975023,-1.48857,1.0,0.0,0
-0.35330456,0.46908614,-0.9137171,0.88798374,1.7971789,0.0,1.0,0
-0.7038796,-0.47728235,0.89872164,-1.2379941,0.55519724,1.0,0.0,0
1.14916,0.8746726,0.6224353,-0.718976,0.0049522053,1.0,0.0,0
-0.65379745,0.19869514,-0.32246423,0.14938113,-0.38807994,0.0,1.0,0
1.7000637,1.5506501,-0.20642392,-0.39958027,-0.60817796,1.0,0.0,0
-0.90420824,-1.4912486,-0.83635694,0.8580404,-0.49812895,1.0,0.0,0
1.14916,0.6042816,-0.753471,0.71830475,1.0268358,1.0,0.0,0
1.0990779,0.8746726,-0.9081914,0.6983425,-0.15226066,0.0,1.0,0
-0.6037153,-0.9504666,0.1748513,-0.6291459,-0.73394823,0.0,1.0,0
-1.2547833,-1.2208576,5.0209146,-2.6153882,-1.2370294,0.0,1.0,0
0.19759914,1.0774659,-1.8751937,3.6527529,-1.6457828,1.0,0.0,1
-0.3032224,-0.6800756,0.40693188,-0.7788627,1.1054423,1.0,0.0,0
0.14751698,-0.61247784,0.88214445,-0.9685039,1.1054423,1.0,0.0,0
-1.6053584,-1.3560531,0.24668576,0.03958885,1.8757852,1.0,0.0,0
0.097434826,-0.13929361,0.6113838,-1.0383717,-1.48857,1.0,0.0,0
-1.0544547,-0.34208685,-0.82530546,0.7881726,0.30365664,1.0,0.0,0
-1.3048655,-1.0856621,1.37946,-1.497503,1.6085234,0.0,1.0,0
0.6483385,0.19869514,0.086439654,0.119437784,0.3665418,1.0,0.0,0
-0.503551,-0.8152711,-0.24510403,-0.16003348,-0.5138503,1.0,0.0,0
-0.7539618,-1.3560531,-0.85845983,1.9459821,-1.268472,1.0,0.0,0
0.74850285,0.33389062,0.26326296,-0.6191648,-0.7968334,0.0,0.0,0
0.34784558,1.4830524,-1.1292205,0.89796484,-0.71822697,0.0,0.0,0
-1.3549476,-1.1532599,0.30746877,-0.7788627,-1.2370294,0.0,1.0,0
-0.7539618,-0.2744891,0.18037702,-0.69901377,0.30365664,0.0,1.0,0
0.74850285,0.33389062,4.1865296,-2.4157658,1.309819,1.0,0.0,0
-1.4050298,-1.0180644,0.627961,-0.6690704,1.5613595,0.0,0.0,0
-1.2547833,-0.74767333,1.0479163,-1.1880884,1.2783765,1.0,0.0,0
1.14916,0.80707484,-0.84740835,1.347115,-0.7653908,1.0,0.0,0
-0.6037153,0.40148836,0.34614888,-0.09016566,1.6242447,1.0,0.0,0
-0.90420824,-1.5588464,0.8213615,-0.75890046,-0.26230967,1.0,0.0,0
1.0990779,1.1450636,0.24668576,-0.37961805,-0.7025057,0.0,1.0,0
-1.0043726,-1.4912486,-0.4771846,-0.2299013,0.17788635,1.0,0.0,0
-0.7539618,-0.47728235,-0.41087586,0.23921117,1.0268358,0.0,1.0,0
0.34784558,0.6042816,0.6113838,-1.058334,-0.08937551,1.0,0.0,0
-0.6037153,-0.13929361,-0.16221811,0.41887128,-1.1427017,0.0,0.0,0
0.49809206,0.6042816,1.2468425,-1.577352,1.1211635,0.0,1.0,0
-1.1045369,-1.0180644,-0.28378412,0.1893056,1.3884254,0.0,1.0,0
