Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_M,Type_H,target
-0.35330456,-0.8152711,0.058811013,0.5785691,0.97967196,1.0,0.0,0
1.5498173,1.8210411,-1.0297574,1.1774361,-0.16798195,1.0,0.0,0
-0.35330456,-0.5448801,-0.15669237,-0.27980688,0.33509922,1.0,0.0,0
0.84866714,-0.071695864,0.3737775,-0.2299013,-0.23086709,1.0,0.0,0
0.24768129,1.2802591,0.7218984,-1.3677486,-0.29375222,0.0,1.0,0
-0.15297593,-0.47728235,0.2908916,-0.5792404,-1.5671765,1.0,0.0,0
2.0005567,2.15903,0.24668576,-0.13009013,-0.05793294,1.0,0.0,0
0.14751698,1.1450636,-0.51033896,-0.31973132,-1.6929467,0.0,1.0,0
-1.0043726,-0.071695864,-0.52139044,0.5186824,-0.828276,0.0,1.0,0
0.9989136,-0.13929361,-0.04065209,-0.060222313,-1.6615041,1.0,0.0,0
1.4997351,1.7534434,-0.814254,0.28911677,-0.21514581,0.0,1.0,0
0.5481742,0.46908614,-1.1347462,0.81811595,-0.026490368,1.0,0.0,0
0.59825635,0.46908614,0.41798332,-0.50937253,-0.19942452,0.0,1.0,0
-0.2030581,-0.6800756,-0.8916142,1.1874173,0.8539017,1.0,0.0,0
0.19759914,0.80707484,-1.0408088,2.19551,-1.4099636,1.0,0.0,0
-0.3032224,-0.74767333,0.058811013,-0.6291459,1.0425571,1.0,0.0,0
0.097434826,0.19869514,-1.8641423,1.9459821,-1.0640953,1.0,0.0,0
1.4997351,1.8210411,2.6780062,-2.00654,-0.08937551,1.0,0.0,0
-1.7055227,-1.7616396,-0.73689383,0.14938113,1.2783765,0.0,0.0,0
1.14916,0.53668386,1.0037105,-1.1581451,1.6871299,0.0,1.0,0
0.94883144,0.67187935,0.54507506,-0.45946696,0.1307225,0.0,1.0,0
-0.0027294774,-0.5448801,-0.52691615,0.35898456,0.2407715,1.0,0.0,0
0.8987493,0.6042816,1.98729,-1.5274464,-1.2055868,1.0,0.0,0
-1.0043726,-0.9504666,-0.9026657,1.5666996,1.6714085,0.0,1.0,0
0.34784558,0.40148836,-0.51033896,0.0695322,-0.40380123,1.0,0.0,0
-0.503551,-0.8828688,-0.1787953,-0.24986352,0.41370565,1.0,0.0,0
-0.9542904,-0.5448801,1.4512944,-1.3078618,-0.38807994,1.0,0.0,0
-0.55363315,-0.6800756,1.5065517,-1.407673,1.0425571,0.0,1.0,0
-1.0544547,-1.5588464,0.27984014,-0.5393159,-0.7968334,1.0,0.0,0
1.8503102,1.8886389,-0.09038364,0.0695322,-0.7653908,1.0,0.0,0
0.14751698,0.13109738,-0.94134575,0.87800264,-1.1269804,1.0,0.0,0
-0.35330456,-1.0180644,-0.16221811,0.5386447,-0.5610141,1.0,0.0,0
-0.7539618,-0.34208685,-0.21194966,0.019626617,0.099279925,0.0,1.0,0
0.047352675,-0.20689136,0.56165224,-0.9585228,-1.0483739,1.0,0.0,0
-1.5552763,-1.4236509,-0.64295644,0.38892794,0.6495249,1.0,0.0,0
0.49809206,0.6042816,-0.13458946,-0.26982576,-1.598619,1.0,0.0,0
-0.2030581,0.6042816,-1.7149477,2.5149057,1.5928022,1.0,0.0,1
-1.1045369,-1.8292373,-0.5600705,0.44881463,-1.6457828,1.0,0.0,0
-2.1562622,-2.5728126,4.037335,-2.5355392,0.6495249,1.0,0.0,1
1.8503102,2.091432,-0.23957829,0.738267,-0.938325,1.0,0.0,0
0.24768129,1.2126614,0.28536585,0.19928671,1.1683275,0.0,1.0,0
2.0005567,1.9562366,-0.24510403,0.65841806,-1.6929467,0.0,0.0,0
-1.4050298,-0.9504666,-1.4110327,1.1275306,-1.1898656,0.0,1.0,0
-1.0544547,-0.6800756,-0.20642392,0.019626617,-1.2213081,1.0,0.0,0
-0.4033867,-1.0856621,-0.8087283,0.83807814,-1.1427017,1.0,0.0,0
-1.3048655,-1.2208576,-0.6650593,0.99777603,-0.8754398,1.0,0.0,0
-0.8541261,-1.2884554,-0.18984674,0.60851246,-0.43524382,1.0,0.0,0
-1.154619,-1.8968351,0.7108469,-0.21992017,-1.6143403,1.0,0.0,0
0.84866714,0.53668386,2.2912052,-1.836861,1.419868,0.0,1.0,0
-1.5051941,-1.5588464,1.6281178,-1.6172764,1.3727041,0.0,0.0,0
1.14916,0.8746726,-1.1071175,1.0776249,0.2407715,0.0,1.0,0
-1.3048655,-0.9504666,-0.48271033,0.119437784,1.4041467,0.0,1.0,0
-0.8541261,0.06349964,-0.72584236,0.5286636,-0.4666864,1.0,0.0,0
-1.1045369,-1.4912486,0.31852022,-0.17999572,-1.5200126,1.0,0.0,0
-0.7539618,-1.2208576,-0.48823604,0.7482481,-1.4099636,1.0,0.0,0
1.7000637,1.4830524,0.64453816,-0.7289571,1.3727041,1.0,0.0,0
-0.25314024,-0.4096846,0.13064548,0.14938113,1.1840487,1.0,0.0,0
-0.7539618,-0.34208685,-0.95792294,2.1855288,0.3508205,0.0,1.0,0
0.798585,0.53668386,0.688744,-0.7988249,-0.78111213,0.0,1.0,0
0.34784558,0.40148836,-0.18984674,0.059551083,1.1211635,0.0,0.0,0
0.19759914,1.0774659,-0.996603,1.5367563,0.8224591,0.0,1.0,0
-1.3048655,-1.3560531,-1.018706,1.5068129,-0.7025057,0.0,1.0,0
-0.9542904,-1.5588464,-0.52139044,0.7981537,-0.5452928,0.0,1.0,0
-0.6037153,0.13109738,1.5176032,-1.317843,1.5141957,1.0,0.0,0
-1.5552763,-1.6264441,-0.5766477,0.4987202,0.17788635,1.0,0.0,0
-0.6037153,0.06349964,0.3737775,-0.0502412,-0.042211656,1.0,0.0,0
-1.6053584,-1.4912486,0.688744,-0.718976,0.5394759,0.0,1.0,0
-0.45346886,-0.13929361,-0.7810996,1.5367563,1.7185724,1.0,0.0,1
-0.9542904,-1.5588464,5.6784763,-2.7151992,0.27221408,1.0,0.0,1
-1.5552763,-1.1532599,-0.14564092,-0.120109014,1.2783765,1.0,0.0,0
1.5498173,0.80707484,0.4898178,-0.47942922,-1.3313571,1.0,0.0,0
-0.3032224,-0.47728235,-0.76452243,1.8960764,-1.0955379,1.0,0.0,0
1.0990779,0.94227034,2.4735541,-2.00654,1.4513105,1.0,0.0,0
0.14751698,1.0098681,0.04775956,-0.7788627,-1.2999146,1.0,0.0,0
0.097434826,-0.071695864,2.0259702,-1.7071065,0.9010655,0.0,0.0,0
1.0489957,0.94227034,-0.3998244,0.33902234,-1.1741443,0.0,1.0,0
1.3494886,1.4830524,-0.74241954,1.1375116,0.77529526,1.0,0.0,0
0.84866714,0.53668386,-0.20642392,-0.55927813,0.77529526,0.0,1.0,0
0.8987493,0.8746726,0.06433674,-0.4195425,-0.73394823,1.0,0.0,0
1.2493243,1.2802591,0.0753882,0.009645501,1.2469338,1.0,0.0,0
0.24768129,1.2802591,1.9209813,-1.8268799,-0.81255466,1.0,0.0,0
0.24768129,1.2802591,0.9429275,-1.1581451,0.7910165,1.0,0.0,0
-0.05281163,0.06349964,-0.9800258,1.6265863,1.1211635,0.0,1.0,0
-0.35330456,-0.61247784,0.06986247,0.0695322,0.19360764,0.0,0.0,0
0.047352675,0.94227034,0.49534354,-0.86869276,-1.0483739,1.0,0.0,0
0.29776344,0.26629287,2.5840688,-2.0165212,0.1307225,1.0,0.0,0
-0.8541261,-1.4236509,-0.7755739,0.77819145,-0.13653937,1.0,0.0,0
-0.7539618,-0.2744891,1.7773124,-1.3078618,0.3508205,1.0,0.0,0
-0.3032224,-0.071695864,0.15274839,0.059551083,-0.3251948,0.0,1.0,0
1.0489957,0.33389062,0.10854256,-0.39958027,0.2564928,1.0,0.0,0
-1.3549476,-1.0856621,-0.38877296,0.66839916,-0.6710631,1.0,0.0,0
-0.65379745,-0.20689136,-0.16221811,0.059551083,0.8539017,1.0,0.0,0
0.29776344,-0.0040981136,-0.15669237,-0.30975023,-0.042211656,1.0,0.0,0
1.9003923,1.7534434,-0.73689383,0.70832366,0.8539017,0.0,1.0,0
-1.3048655,-1.2884554,1.075545,-1.2280129,-0.5924567,0.0,1.0,0
0.19759914,1.1450636,-0.17326955,0.5386447,0.88534427,0.0,1.0,0
1.6499816,0.94227034,2.313308,-1.8468422,-1.6929467,1.0,0.0,0
0.29776344,0.26629287,0.37930325,-0.08018455,1.7814575,1.0,0.0,0
-0.80404395,-1.1532599,-0.5876992,2.2254534,-1.378521,1.0,0.0,1
0.24768129,1.0774659,-0.07933219,-0.23988241,1.309819,1.0,0.0,0
1.800228,2.091432,-0.74241954,-0.17001459,-0.78111213,1.0,0.0,0
-0.35330456,-0.61247784,1.4126143,-1.5274464,1.2469338,1.0,0.0,0
-1.2047012,-1.1532599,-0.20642392,0.31906012,0.49231207,1.0,0.0,0
1.1992422,1.0098681,0.27984014,-0.010316731,-0.78111213,1.0,0.0,0
0.34784558,1.4154546,-0.15116665,-0.30975023,0.7124101,1.0,0.0,0
-0.35330456,-0.9504666,-1.2452608,0.81811595,-0.6710631,1.0,0.0,0
-1.1045369,-1.0180644,0.88214445,-1.2180318,1.4355893,1.0,0.0,0
-0.9542904,-1.0856621,-0.5600705,0.5586069,-0.042211656,1.0,0.0,0
-0.90420824,-0.8828688,0.36272606,-1.058334,-0.95404625,1.0,0.0,0
0.097434826,1.0774659,-0.035126362,0.6384558,-1.3156358,0.0,1.0,0
0.84866714,0.33389062,-0.83635694,1.0476816,1.0739996,0.0,0.0,0
0.14751698,0.94227034,-0.3777215,-0.2997691,0.099279925,1.0,0.0,0
-0.4033867,0.33389062,-0.44955596,0.40889016,-0.26230967,1.0,0.0,0
0.74850285,0.33389062,1.2965741,-1.4475975,0.20932893,0.0,1.0,0
0.6483385,0.26629287,-1.0684375,0.66839916,-0.27803096,1.0,0.0,0
-0.90420824,-0.8152711,1.6446949,-1.1581451,-1.158423,0.0,0.0,0
1.6499816,1.0098681,0.34062314,-0.47942922,-1.5357338,1.0,0.0,0
-1.3549476,-0.8152711,0.1361712,-0.19995794,1.309819,0.0,0.0,0
-0.55363315,-0.9504666,0.19142848,-0.6491082,0.31937793,0.0,1.0,0
1.2994065,0.67187935,-0.18432102,-0.27980688,-0.19942452,1.0,0.0,0
-0.65379745,-0.071695864,-0.5158647,0.3290412,-0.9697676,1.0,0.0,0
0.8987493,0.7394771,0.6832183,-0.8387494,1.4355893,0.0,1.0,0
-0.55363315,0.40148836,0.41798332,-0.69901377,1.7814575,0.0,0.0,0
-0.3032224,-0.8828688,-0.19537248,-0.21992017,0.06783735,1.0,0.0,0
0.14751698,0.19869514,-1.0739632,0.6284747,-0.9068824,1.0,0.0,0
1.7501459,1.5506501,-0.84740835,0.89796484,-1.1427017,0.0,0.0,0
0.9989136,0.26629287,-0.49376178,0.65841806,0.9010655,1.0,0.0,0
1.0990779,0.8746726,0.20800567,-1.0184095,0.06783735,0.0,1.0,0
0.14751698,1.1450636,1.0147619,-1.1681262,1.3412615,0.0,1.0,0
1.14916,0.67187935,-1.1623749,1.1474928,0.72813135,1.0,0.0,0
-0.0027294774,-0.61247784,1.3905114,-1.1781074,0.0049522053,1.0,0.0,0
-1.154619,-0.8828688,-1.6044331,2.0358121,0.55519724,1.0,0.0,0
-0.8541261,-0.8152711,-0.81977975,1.0377005,-1.48857,0.0,1.0,0
-0.35330456,-0.6800756,-0.26720694,-0.16003348,0.11500121,1.0,0.0,0
-1.0544547,-1.6940418,0.567178,-0.75890046,0.28793535,0.0,1.0,0
0.6483385,0.8746726,-0.16774383,0.2491923,1.6556873,1.0,0.0,0
-0.9542904,-0.9504666,0.10301684,0.23921117,-1.4728488,1.0,0.0,0
0.39792776,0.8746726,-0.08485791,0.34900346,-0.5767354,1.0,0.0,0
0.69842064,0.26629287,0.0753882,0.46877685,1.0268358,0.0,1.0,0
-0.102893785,-0.47728235,0.30746877,-0.7888438,1.1840487,0.0,0.0,0
-0.55363315,-1.0856621,0.5119207,-0.81878716,-1.4256848,0.0,0.0,0
1.0990779,1.2126614,2.4403996,-1.8168988,-1.1269804,1.0,0.0,0
-0.4033867,-1.1532599,-0.7147909,0.29909787,-1.2841933,1.0,0.0,0
-1.154619,-0.74767333,-0.44955596,0.109456666,-1.4728488,1.0,0.0,0
-0.55363315,0.33389062,-0.07933219,-0.15005235,-1.268472,0.0,1.0,0
-2.3065085,-2.8432035,-0.07380646,-0.17999572,1.1526061,0.0,1.0,0
0.34784558,0.19869514,0.2908916,-0.39958027,-1.4728488,1.0,0.0,0
-0.35330456,0.53668386,-0.09038364,0.08949443,0.52375466,0.0,1.0,0
-0.90420824,-0.61247784,-0.45508167,0.89796484,-0.48240766,0.0,1.0,0
0.4480099,0.94227034,-0.5821734,0.5386447,0.16216508,0.0,1.0,0
1.14916,0.8746726,-0.45508167,0.44881463,-0.38807994,1.0,0.0,0
1.4997351,0.80707484,-0.9137171,0.81811595,-0.6710631,1.0,0.0,1
0.49809206,0.53668386,-0.035126362,-0.07020343,1.3569828,0.0,1.0,0
0.34784558,1.2126614,-0.6595336,0.6983425,0.17788635,1.0,0.0,0
-0.90420824,-1.2884554,0.4345605,-0.5293348,-1.0798166,1.0,0.0,0
-0.45346886,-0.34208685,-0.15116665,-0.10014678,-0.5138503,1.0,0.0,0
0.24768129,1.2126614,-1.1513234,1.5267752,0.9325081,0.0,1.0,0
0.6483385,0.53668386,-0.875037,0.7881726,-1.1741443,1.0,0.0,0
-1.455112,-1.2884554,1.5673348,-1.5673709,1.750015,0.0,1.0,0
0.34784558,0.40148836,-1.3889297,0.71830475,1.7028512,1.0,0.0,0
0.14751698,-0.4096846,0.40140614,-0.6890327,0.66524625,0.0,1.0,0
-0.9542904,-0.071695864,0.13064548,-0.718976,-0.89116114,1.0,0.0,0
-0.6037153,-0.20689136,-0.43297878,1.5068129,0.16216508,0.0,0.0,0
1.3995708,0.40148836,0.4290348,-0.20993906,1.5613595,1.0,0.0,0
0.94883144,0.67187935,0.7329498,-1.0084283,-1.48857,0.0,0.0,0
-0.6037153,0.06349964,-0.32246423,0.738267,1.2469338,1.0,0.0,0
-1.2547833,-0.4096846,-0.12353801,-0.32971245,1.970113,1.0,0.0,0
0.24768129,0.53668386,0.506395,-0.94854164,0.38226306,0.0,0.0,0
-2.1562622,-2.5728126,-0.64295644,0.2491923,0.20932893,0.0,1.0,0
0.8987493,0.80707484,-0.48823604,-0.060222313,-0.5924567,0.0,0.0,0
0.69842064,0.19869514,0.5506008,-0.7289571,0.9953933,1.0,0.0,0
-1.0043726,-0.5448801,0.6942697,-0.33969358,-1.3470784,1.0,0.0,0
-0.05281163,-0.2744891,-1.4331355,1.9260198,0.86962295,1.0,0.0,0
-0.503551,0.13109738,-0.25062975,0.059551083,-0.63962054,1.0,0.0,0
0.69842064,0.46908614,0.42350906,-0.3496747,0.20932893,1.0,0.0,0
0.34784558,0.67187935,-1.1236948,1.3271528,-0.6238992,1.0,0.0,0
-0.9542904,-1.3560531,2.1254332,-1.9167099,-1.2370294,0.0,1.0,0
0.4480099,0.53668386,-0.27273268,-0.18997683,0.27221408,1.0,0.0,0
1.14916,1.1450636,-0.41087586,0.34900346,0.14644378,1.0,0.0,0
-1.3048655,-1.0180644,-0.83083117,-0.08018455,-0.84399724,1.0,0.0,0
-0.0027294774,-0.47728235,1.9209813,-1.7370498,0.19360764,1.0,0.0,0
-0.503551,-0.8828688,-0.7921511,0.8580404,-1.6929467,1.0,0.0,0
0.047352675,-0.2744891,-0.9026657,1.2073795,0.6180824,0.0,1.0,0
1.7000637,1.2126614,-0.13458946,0.25917342,1.5141957,0.0,1.0,0
-1.1045369,-1.1532599,0.15274839,-0.43950474,0.3665418,0.0,1.0,0
0.49809206,1.0774659,-0.50481325,0.38892794,0.5866398,0.0,1.0,0
0.6483385,0.26629287,-0.19537248,0.71830475,1.3412615,1.0,0.0,0
-1.154619,-0.8152711,1.9707129,-1.5474087,1.2312125,1.0,0.0,0
-0.102893785,-0.5448801,-0.7700482,0.25917342,1.6085234,1.0,0.0,0
0.097434826,0.06349964,-0.54901904,1.1075683,-1.0483739,1.0,0.0,0
-1.6554406,-1.4912486,-0.4771846,0.59853137,-1.1741443,1.0,0.0,0
0.14751698,1.2126614,0.04775956,-0.69901377,-1.4414061,1.0,0.0,0
0.097434826,-0.13929361,1.1252766,-1.5873331,-1.4099636,0.0,1.0,0
0.4480099,0.26629287,0.009079462,-0.09016566,-1.4256848,1.0,0.0,0
-1.2547833,-1.0180644,0.83793867,-0.6890327,-1.5514551,1.0,0.0,0
-0.8541261,-1.4236509,-0.5766477,-0.010316731,0.55519724,1.0,0.0,0
0.94883144,0.53668386,1.0810707,-0.8487305,-0.6553418,1.0,0.0,0
0.34784558,0.67187935,-0.6705851,0.9279082,-0.026490368,0.0,1.0,0
1.7501459,1.9562366,0.18037702,0.46877685,-0.37235868,0.0,1.0,0
0.29776344,1.1450636,-0.5932249,-0.08018455,-1.6615041,1.0,0.0,0
-1.2547833,-0.74767333,1.0976479,-1.5973142,1.3727041,1.0,0.0,0
-0.90420824,-0.8152711,0.5837552,-1.1781074,-0.78111213,0.0,1.0,0
-1.9058512,-2.167226,0.63901246,-0.88865495,0.44514823,1.0,0.0,0
1.14916,0.80707484,-0.84740835,1.0277194,0.03639478,1.0,0.0,0
0.49809206,0.06349964,0.10301684,-0.7389382,-1.6929467,1.0,0.0,0
0.9989136,0.40148836,0.24116004,-0.110127896,-0.21514581,1.0,0.0,0
0.798585,0.40148836,3.1145387,-2.0265021,-1.5042913,1.0,0.0,0
0.14751698,0.94227034,0.08091392,-0.5692592,-0.13653937,0.0,1.0,0
1.2493243,0.33389062,-0.06828073,-0.120109014,0.44514823,0.0,1.0,0
0.14751698,1.1450636,0.7882071,-1.2180318,1.1054423,1.0,0.0,0
1.7501459,1.0774659,0.20800567,-0.18997683,0.06783735,1.0,0.0,0
0.49809206,0.80707484,-0.70373946,0.20926782,-0.6867844,1.0,0.0,0
-0.0027294774,-0.47728235,4.164427,-2.3658602,0.97967196,0.0,1.0,0
-0.8541261,-1.0180644,0.688744,-0.8387494,0.5709185,1.0,0.0,0
0.49809206,0.6042816,2.0812275,-1.7969365,-1.0326527,0.0,0.0,0
-1.3048655,-0.8828688,-0.7589967,0.019626617,0.099279925,1.0,0.0,0
-1.154619,-0.8828688,1.6004891,-1.5074842,-1.4256848,1.0,0.0,0
1.0990779,0.80707484,0.6832183,-1.0383717,0.11500121,0.0,1.0,0
0.34784558,0.40148836,-0.26720694,0.31906012,1.2469338,1.0,0.0,0
1.800228,1.2126614,0.41245762,-0.6790515,0.7438527,1.0,0.0,0
-1.1045369,-1.6940418,-0.83635694,-0.00033561504,0.80673784,1.0,0.0,0
1.800228,1.9562366,-0.49376178,0.5286636,-1.2370294,1.0,0.0,0
-0.05281163,-0.34208685,-0.48823604,-0.060222313,-1.4099636,1.0,0.0,0
0.19759914,-0.0040981136,1.2689455,-1.3877108,-1.0955379,1.0,0.0,0
0.24768129,1.2802591,-1.1568491,1.9459821,-1.1741443,1.0,0.0,0
-0.55363315,-0.5448801,0.23010857,-0.32971245,-0.1050968,0.0,1.0,0
0.097434826,1.0774659,2.5398629,-1.8967477,-1.3942423,1.0,0.0,0
0.9989136,0.33389062,0.5506008,-0.70899487,-0.21514581,0.0,1.0,0
-0.6037153,-1.2208576,-0.53244185,1.337134,-1.3627998,1.0,0.0,0
0.29776344,1.1450636,-0.062755,0.38892794,1.2154913,1.0,0.0,0
0.24768129,0.94227034,-0.82530546,1.1874173,-0.6238992,0.0,1.0,0
-1.5552763,-1.4912486,-1.0739632,1.4469262,1.0111145,0.0,0.0,0
0.24768129,-0.13929361,-0.54349333,0.87800264,1.4513105,1.0,0.0,0
-0.9542904,-0.9504666,0.97608185,-0.92857945,0.17788635,0.0,1.0,0
-0.55363315,-1.0180644,-0.4606074,0.99777603,0.75957394,0.0,1.0,0
1.1992422,0.13109738,-0.52139044,0.6384558,0.27221408,1.0,0.0,0
0.24768129,0.46908614,-0.28378412,-0.060222313,0.80673784,1.0,0.0,0
-1.2047012,-0.6800756,1.5231289,-1.4675597,-0.6553418,0.0,1.0,0
0.047352675,-0.2744891,0.6058581,-0.6391271,0.9482294,1.0,0.0,0
1.800228,1.9562366,-0.875037,1.776303,-1.268472,1.0,0.0,0
1.3494886,1.1450636,1.3518313,-1.487522,1.089721,0.0,1.0,0
0.24768129,1.2802591,1.1639566,-1.1681262,1.5613595,1.0,0.0,0
-0.80404395,-0.8152711,-0.44955596,0.009645501,0.052116066,1.0,0.0,0
1.3494886,0.33389062,-1.0408088,0.17932448,-1.5357338,1.0,0.0,1
-1.2547833,-1.0856621,0.51744646,-0.6690704,1.6556873,1.0,0.0,0
-0.4033867,-1.0180644,-0.52139044,0.5186824,1.7971789,1.0,0.0,0
-0.9542904,-1.0180644,0.6942697,-1.0383717,-1.378521,1.0,0.0,0
0.9989136,0.40148836,-0.001971994,-0.25984463,-0.18370323,0.0,1.0,0
-0.8541261,-0.4096846,0.506395,-1.0184095,-1.6929467,0.0,0.0,0
-1.154619,-0.74767333,1.1197507,-1.3677486,-1.3156358,1.0,0.0,0
-0.503551,-0.8828688,2.213845,-2.00654,-0.15226066,0.0,0.0,0
0.34784558,0.53668386,-0.38877296,0.6384558,-0.5138503,0.0,1.0,0
0.69842064,0.26629287,-0.5876992,0.33902234,-0.3409161,1.0,0.0,0
1.3494886,0.7394771,-0.54901904,-0.0502412,0.6023611,1.0,0.0,0
0.29776344,0.46908614,0.14722265,-0.17999572,1.2469338,0.0,1.0,0
-0.65379745,-1.0856621,0.85451585,-1.1282017,1.3727041,1.0,0.0,0
1.0990779,1.0774659,-0.86398554,0.42885238,-0.5610141,1.0,0.0,0
-0.4033867,0.46908614,1.0921222,-1.2978808,1.8443427,1.0,0.0,1
-1.3048655,-0.8828688,-0.5876992,0.33902234,0.1307225,1.0,0.0,0
-0.4033867,0.19869514,-0.54901904,0.6983425,-1.3627998,1.0,0.0,0
-0.80404395,-1.2884554,1.9430842,-1.5274464,0.7910165,0.0,0.0,0
1.2994065,0.67187935,2.5509143,-1.926691,0.46086952,1.0,0.0,0
