Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_M,Type_H,target
-1.3048655,-0.8828688,7.3748746,-3.5735753,0.16216508,1.0,0.0,1
-0.7038796,-0.34208685,-0.09038364,-0.5792404,0.17788635,0.0,0.0,0
-0.8541261,-1.1532599,-0.52691615,0.3789468,1.0739996,1.0,0.0,0
-1.3549476,-0.8828688,0.20800567,-0.43950474,0.39798436,0.0,1.0,0
-0.503551,-0.20689136,-0.27825838,0.0695322,1.639966,0.0,1.0,0
-0.7038796,-0.2744891,-0.49928752,0.2491923,-1.4414061,0.0,0.0,0
-0.102893785,-0.4096846,-0.3556186,0.33902234,-0.89116114,1.0,0.0,0
-1.3549476,-1.0180644,-0.5766477,1.4968319,-0.05793294,0.0,0.0,0
0.4480099,0.53668386,-0.34456712,-0.16003348,-1.2055868,0.0,0.0,0
-0.4033867,0.33389062,-0.85845983,0.8680215,-0.23086709,1.0,0.0,0
0.49809206,0.33389062,2.169639,-1.8268799,-0.4509651,1.0,0.0,0
0.4480099,0.53668386,-0.35009286,-0.10014678,-1.5357338,1.0,0.0,0
-1.4050298,-0.8828688,-0.16774383,-0.07020343,-0.6553418,1.0,0.0,0
0.6483385,0.67187935,0.22458285,-0.33969358,1.19977,0.0,0.0,0
0.29776344,-0.0040981136,-0.18984674,-0.4095614,-0.19942452,1.0,0.0,0
-1.4050298,-1.0856621,0.36272606,-0.99844724,1.1840487,1.0,0.0,0
-0.8541261,-0.0040981136,-0.5379676,0.38892794,0.03639478,1.0,0.0,0
0.5481742,0.6042816,0.06986247,-0.20993906,0.28793535,0.0,1.0,0
1.800228,1.5506501,0.5008693,-0.75890046,1.8129002,0.0,1.0,0
-1.455112,-1.0180644,0.95397896,-0.7888438,-0.938325,1.0,0.0,0
1.8503102,1.6182479,0.567178,-0.76888156,1.5456383,0.0,1.0,0
-1.3048655,-0.9504666,0.5284979,-0.94854164,0.80673784,1.0,0.0,0
-0.05281163,-0.2744891,-1.3557754,0.9678327,0.28793535,1.0,0.0,0
-1.3549476,-0.8828688,0.053285286,-0.38959914,1.7342937,1.0,0.0,0
1.800228,1.6182479,-0.9745001,1.3071907,-1.5828977,1.0,0.0,0
0.24768129,-0.0040981136,-0.48823604,0.8580404,1.5770808,1.0,0.0,0
0.4480099,0.53668386,1.3849857,-1.3777297,1.309819,0.0,1.0,0
-0.7038796,-0.20689136,-1.2452608,0.9678327,0.44514823,0.0,1.0,0
-1.1045369,-0.74767333,-0.11801228,0.03958885,-1.6615041,1.0,0.0,0
-0.3032224,-0.8152711,-0.82530546,1.6964542,-0.24658838,1.0,0.0,0
-0.8541261,-0.5448801,-0.86398554,1.2073795,-1.2841933,1.0,0.0,0
-1.3048655,-1.0180644,-0.42745304,0.27913564,-0.6238992,1.0,0.0,0
-0.80404395,-0.5448801,0.24116004,-0.45946696,0.06783735,1.0,0.0,0
-1.3549476,-0.8828688,-0.18432102,-0.07020343,1.2469338,1.0,0.0,0
-0.4033867,-1.0856621,-0.571122,0.17932448,-1.2527508,1.0,0.0,0
-1.154619,-0.2744891,0.3129945,-0.47942922,1.0268358,0.0,1.0,0
-0.6037153,-0.9504666,0.77715564,-1.058334,-0.19942452,1.0,0.0,0
-0.503551,0.19869514,0.06986247,-0.010316731,0.099279925,1.0,0.0,0
1.1992422,0.19869514,-0.106960826,-0.8387494,0.20932893,1.0,0.0,0
0.74850285,0.33389062,-0.92476857,0.39890903,1.4984744,1.0,0.0,0
-0.503551,0.19869514,0.8268872,-1.0283906,-0.1050968,0.0,1.0,0
-1.154619,-0.20689136,-0.54901904,1.1075683,1.309819,0.0,0.0,0
-1.455112,-1.2208576,-0.62085354,0.5186824,0.44514823,1.0,0.0,0
-0.6037153,-1.0856621,-0.76452243,0.7282859,-1.5357338,1.0,0.0,0
-0.45346886,0.19869514,0.44008625,-0.47942922,2.080162,1.0,0.0,0
-1.154619,-1.8968351,-0.11801228,-0.4195425,1.3727041,1.0,0.0,0
1.5998994,0.94227034,-1.6652161,1.4569074,1.860064,1.0,0.0,1
-0.9542904,-0.8828688,0.15827411,-0.70899487,-1.5357338,1.0,0.0,0
0.9989136,0.67187935,0.14722265,-0.21992017,1.7342937,1.0,0.0,0
-1.0544547,-0.61247784,0.10301684,-0.08018455,-0.7653908,0.0,1.0,0
0.84866714,0.33389062,-0.44955596,0.13940002,0.7124101,0.0,1.0,0
-0.90420824,-1.4236509,-0.26720694,-0.030278964,1.1526061,0.0,0.0,0
0.34784558,-0.071695864,1.3020998,-1.3378052,0.6495249,1.0,0.0,0
-0.80404395,-1.5588464,0.47876635,-0.88865495,0.9167868,0.0,0.0,0
-1.3549476,-1.1532599,-0.30588704,0.38892794,-1.48857,1.0,0.0,0
-0.65379745,-0.61247784,0.3737775,-0.7289571,-1.6615041,1.0,0.0,0
-0.6037153,-0.74767333,-0.7589967,-0.20993906,-1.6615041,1.0,0.0,0
-0.80404395,-1.2208576,-0.9689744,0.58855027,-0.7025057,1.0,0.0,0
0.6483385,-0.0040981136,2.921138,-2.2161434,1.0739996,0.0,1.0,0
2.100721,2.2266276,0.4732406,-0.26982576,-1.268472,0.0,0.0,0
-0.80404395,-1.4236509,-0.5158647,0.5286636,-1.3313571,1.0,0.0,0
0.14751698,-0.5448801,0.6058581,-0.75890046,-0.9068824,1.0,0.0,0
-0.55363315,0.06349964,-0.40535015,0.33902234,-0.9068824,1.0,0.0,0
-0.6037153,-0.61247784,-0.37219578,0.7482481,0.27221408,0.0,1.0,0
0.047352675,0.33389062,-0.80320257,0.42885238,0.20932893,1.0,0.0,0
-2.2063441,-2.6404104,-0.3611443,0.119437784,0.75957394,1.0,0.0,0
-1.3048655,-1.1532599,-0.74241954,1.167455,0.0049522053,0.0,1.0,0
-1.2047012,-0.74767333,-0.5876992,0.31906012,1.5456383,0.0,1.0,0
1.9504745,1.9562366,-0.07380646,0.2491923,1.3569828,1.0,0.0,0
1.6499816,1.0774659,-1.3170953,0.5087013,1.750015,1.0,0.0,1
-0.7038796,-0.071695864,0.5008693,-0.93856055,-1.6615041,1.0,0.0,0
-0.4033867,-1.0180644,-1.1015918,0.99777603,0.5709185,1.0,0.0,0
-0.05281163,0.33389062,0.053285286,0.27913564,1.5770808,0.0,0.0,0
1.8503102,2.091432,-1.018706,0.907946,1.2626551,1.0,0.0,0
1.0489957,1.0098681,-1.0960661,1.0776249,-0.13653937,0.0,1.0,0
-1.2047012,-0.8152711,-0.6816365,0.58855027,-0.1050968,0.0,1.0,0
-0.4033867,-1.1532599,-0.9689744,1.1774361,-0.05793294,0.0,1.0,0
1.8503102,2.0238342,1.1805338,-1.0982584,-1.0326527,1.0,0.0,0
0.39792776,-0.20689136,1.1694824,-1.2080507,1.1840487,0.0,1.0,0
0.14751698,1.0774659,-0.42192733,0.15936224,-0.08937551,0.0,0.0,0
-1.5051941,-1.4236509,-1.3447239,2.9041693,0.7124101,1.0,0.0,1
1.2493243,0.19869514,-1.1789521,1.8461709,-0.828276,1.0,0.0,1
0.19759914,1.2126614,0.53402364,-0.76888156,-1.5828977,1.0,0.0,0
0.29776344,1.0098681,-1.4220841,2.0158498,-1.3156358,0.0,0.0,0
0.24768129,0.19869514,-0.5766477,0.3290412,-1.2055868,1.0,0.0,0
-0.15297593,-0.2744891,-0.996603,1.0676439,0.83818036,1.0,0.0,0
0.34784558,0.7394771,5.1866865,-2.6553125,0.97967196,1.0,0.0,1
1.9003923,1.8210411,-0.9137171,1.3570962,0.44514823,0.0,1.0,0
2.100721,2.2942255,-0.45508167,0.93788934,-0.18370323,1.0,0.0,0
-1.3048655,-1.0180644,-0.29483557,0.8580404,-0.5138503,1.0,0.0,0
1.5498173,0.8746726,-1.1236948,1.257285,1.0111145,1.0,0.0,1
1.1992422,1.3478569,-0.45508167,0.33902234,-1.3313571,0.0,0.0,0
-0.3032224,-0.6800756,1.440243,-1.5673709,0.31937793,1.0,0.0,0
1.14916,0.67187935,-0.49376178,0.568588,1.0582784,0.0,1.0,0
-1.3549476,-1.4912486,-0.0074977223,0.7981537,0.9953933,0.0,1.0,0
-0.4033867,-0.8828688,-0.2616812,-0.21992017,-0.26230967,1.0,0.0,0
-0.80404395,-0.8828688,0.26878867,-0.49939144,-0.13653937,1.0,0.0,0
1.7501459,1.3478569,-0.571122,0.5087013,-1.1898656,1.0,0.0,0
1.0489957,0.94227034,1.9320328,-1.7270688,1.3569828,1.0,0.0,0
1.3494886,1.0774659,6.4631295,-3.0246139,-1.6615041,0.0,1.0,1
0.047352675,-0.2744891,0.24668576,-0.32971245,0.9010655,0.0,1.0,0
-0.45346886,-1.1532599,-0.62637925,0.009645501,-0.74966955,1.0,0.0,0
-0.55363315,-0.8828688,1.0368649,-1.058334,0.1307225,1.0,0.0,0
-1.1045369,-0.5448801,-1.3502496,2.1156611,-1.5042913,0.0,1.0,0
0.14751698,1.0774659,0.4290348,-0.74891937,0.11500121,0.0,1.0,0
0.69842064,0.40148836,0.52297217,-0.88865495,0.9953933,1.0,0.0,0
0.34784558,0.06349964,-0.9026657,1.0776249,-0.5138503,1.0,0.0,0
0.798585,-0.13929361,0.26878867,-0.6091837,-0.29375222,1.0,0.0,0
1.3494886,1.4154546,0.31852022,-0.020297848,0.7124101,1.0,0.0,0
-0.4033867,-1.0856621,0.44561198,-0.5892215,-0.29375222,1.0,0.0,0
-0.35330456,-0.74767333,-1.5547016,2.9341125,0.17788635,1.0,0.0,1
-0.65379745,-0.20689136,-0.9800258,1.0476816,-1.158423,0.0,1.0,0
-0.35330456,-0.9504666,-0.5876992,-0.2299013,-1.0326527,1.0,0.0,0
-0.80404395,-1.1532599,-0.44955596,0.28911677,-1.4571275,0.0,0.0,0
1.4496529,1.5506501,-0.16774383,0.6783803,1.0582784,0.0,0.0,0
-1.7055227,-1.6264441,-0.44403023,0.019626617,-0.18370323,1.0,0.0,0
0.8987493,-0.0040981136,-0.2561555,0.029607734,1.2154913,1.0,0.0,0
0.24768129,0.53668386,-0.16774383,-0.69901377,0.7124101,1.0,0.0,0
-0.7038796,-0.4096846,-0.07933219,-0.21992017,-0.84399724,1.0,0.0,0
0.94883144,0.26629287,0.931876,-1.5174654,-1.4256848,1.0,0.0,0
-1.154619,-0.4096846,-0.43297878,0.3689657,0.5394759,0.0,1.0,0
-1.0043726,-0.8828688,1.2799969,-1.3777297,1.5456383,1.0,0.0,0
-0.4033867,0.26629287,-0.8860885,0.6783803,-1.0798166,1.0,0.0,0
1.3494886,0.67187935,0.85451585,-1.0184095,0.66524625,1.0,0.0,0
0.34784558,-0.0040981136,0.7329498,-1.0283906,1.0739996,1.0,0.0,0
0.047352675,-0.5448801,-0.6705851,-0.020297848,1.7814575,0.0,1.0,0
0.8987493,0.46908614,-0.43297878,0.41887128,-0.92260367,1.0,0.0,0
0.097434826,0.19869514,-0.14011519,-0.13009013,-0.938325,1.0,0.0,0
0.49809206,0.67187935,-0.17326955,0.6883614,0.083558634,0.0,1.0,0
1.2493243,1.2802591,-0.692688,1.1574739,1.529917,0.0,1.0,0
0.14751698,1.0774659,-1.2563123,1.337134,0.6809675,0.0,1.0,0
0.59825635,1.6182479,-0.7976768,0.77819145,-0.27803096,0.0,0.0,0
0.097434826,-0.13929361,-0.40535015,0.568588,-1.0483739,0.0,1.0,0
-1.3048655,-0.9504666,-0.08485791,0.309079,-0.5452928,1.0,0.0,0
-0.90420824,-0.6800756,-0.5158647,0.5785691,-0.43524382,0.0,1.0,0
-1.3048655,-0.9504666,-0.38877296,0.25917342,-0.43524382,0.0,1.0,0
-1.154619,-1.5588464,0.23010857,-0.50937253,-1.2055868,1.0,0.0,0
-0.4033867,-1.0856621,-0.5821734,0.6783803,-1.6615041,1.0,0.0,0
0.4480099,-0.2744891,-0.85845983,0.23921117,0.3665418,1.0,0.0,0
0.19759914,-0.34208685,0.9484532,-1.0782962,1.6871299,1.0,0.0,0
-1.0043726,-0.74767333,-0.73689383,0.08949443,-0.48240766,1.0,0.0,0
-0.90420824,-0.6800756,0.3903547,-0.82876825,0.7438527,1.0,0.0,0
-1.2547833,-1.1532599,-0.35009286,0.5586069,-1.2055868,0.0,1.0,0
0.047352675,0.06349964,-0.53244185,0.9279082,-0.73394823,0.0,1.0,0
0.24768129,-0.20689136,-0.7976768,2.0956988,0.77529526,1.0,0.0,0
-1.3048655,-0.6800756,-1.1900035,1.686473,1.0268358,1.0,0.0,0
-1.3048655,-1.1532599,-0.41087586,0.19928671,-1.48857,1.0,0.0,0
1.7000637,1.8886389,0.27984014,-0.36963692,0.083558634,0.0,1.0,0
2.0005567,1.9562366,-0.9745001,2.2454157,1.4513105,1.0,0.0,1
1.800228,1.2126614,0.66111535,-0.5293348,-0.21514581,0.0,1.0,0
0.047352675,0.06349964,-1.2894666,2.4650002,-0.7968334,1.0,0.0,0
-0.0027294774,-0.2744891,0.4345605,-0.37961805,-0.85971856,0.0,1.0,0
-1.2547833,-1.0180644,-0.44403023,-0.030278964,-0.60817796,1.0,0.0,0
-0.4033867,-1.0180644,-0.3611443,0.71830475,0.38226306,0.0,1.0,0
1.14916,0.67187935,-0.6540079,0.1294189,1.1683275,0.0,1.0,0
-1.4050298,-0.9504666,1.7938896,-1.6372387,-0.07365423,1.0,0.0,0
-0.45346886,0.06349964,1.9596615,-1.9865777,-0.026490368,1.0,0.0,0
0.097434826,-0.13929361,-0.76452243,0.9279082,0.86962295,1.0,0.0,0
1.3995708,1.6858456,-0.64848214,0.60851246,-1.6300616,0.0,0.0,0
-0.3032224,-0.5448801,0.4511377,-0.54929703,-0.938325,1.0,0.0,0
1.4997351,0.80707484,-0.86398554,0.45879573,1.419868,1.0,0.0,0
0.24768129,0.80707484,-0.7866254,0.5186824,-1.6615041,0.0,0.0,0
1.800228,1.1450636,-0.26720694,-0.020297848,-0.24658838,1.0,0.0,0
-0.80404395,-0.9504666,0.38482895,-0.49939144,-0.07365423,1.0,0.0,0
0.94883144,0.46908614,-0.74241954,0.87800264,-0.4666864,1.0,0.0,0
-0.55363315,-0.74767333,-0.28930986,-0.0502412,-1.2213081,0.0,1.0,0
-1.3048655,-0.74767333,-1.057386,1.9060576,1.4670318,0.0,1.0,0
-0.503551,-0.071695864,0.04775956,-0.54929703,1.6714085,1.0,0.0,0
-0.8541261,-1.0180644,-0.9800258,1.3770584,0.88534427,1.0,0.0,0
-0.2030581,0.67187935,-0.60427636,-0.17001459,0.2564928,1.0,0.0,0
0.6483385,0.19869514,-0.4385045,0.14938113,1.4041467,1.0,0.0,0
-1.0544547,-1.4912486,-0.48823604,-0.17999572,-0.43524382,1.0,0.0,0
-1.1045369,-0.8152711,0.04775956,-0.30975023,-0.6867844,1.0,0.0,0
-0.7539618,-0.2744891,0.21905713,-0.6491082,-0.26230967,0.0,0.0,0
1.3494886,0.33389062,-1.5270729,2.7744148,1.4041467,1.0,0.0,1
1.4997351,0.8746726,-0.96344864,1.6166053,0.6023611,1.0,0.0,1
-1.0043726,-1.3560531,0.41798332,-1.0483528,-1.4571275,1.0,0.0,0
-0.6037153,-0.20689136,-0.49376178,0.309079,-0.7025057,1.0,0.0,0
0.74850285,0.40148836,-1.0076544,0.20926782,1.639966,1.0,0.0,0
1.7000637,1.0098681,-0.692688,0.47875798,-0.5767354,1.0,0.0,0
0.39792776,0.6042816,1.0644935,-1.4276353,0.020673491,1.0,0.0,0
-2.3565907,-2.9108014,-0.3556186,1.0975872,1.2469338,1.0,0.0,0
-1.3048655,-1.2208576,0.25221148,0.6184936,-1.1112591,0.0,0.0,0
1.14916,1.0098681,-0.52139044,0.47875798,-0.6710631,0.0,1.0,0
-1.2047012,-0.9504666,-0.16774383,-0.030278964,0.9167868,0.0,1.0,0
0.39792776,0.6042816,-0.09590937,0.6184936,-0.81255466,0.0,1.0,0
1.1992422,0.13109738,0.51744646,-1.1980696,0.88534427,1.0,0.0,0
0.9989136,0.33389062,-0.93582004,0.4388335,-0.3566374,1.0,0.0,1
-0.503551,0.26629287,-0.19537248,-0.5692592,-0.938325,1.0,0.0,0
-0.9542904,-0.47728235,-1.1457977,1.0975872,-0.5610141,0.0,0.0,0
-1.2047012,-0.8828688,-0.814254,0.119437784,1.1054423,0.0,1.0,0
1.14916,1.2126614,-1.4276098,1.167455,-0.73394823,1.0,0.0,0
0.14751698,1.1450636,1.5562832,-1.3677486,1.4827532,1.0,0.0,0
0.5481742,0.8746726,-0.22852685,-0.23988241,-1.5200126,1.0,0.0,0
-1.3048655,-0.61247784,-0.42192733,-0.49939144,1.1840487,0.0,1.0,0
0.097434826,1.0774659,-0.5158647,0.7282859,-0.6553418,1.0,0.0,0
1.9003923,1.6858456,-0.92476857,0.568588,1.1368848,1.0,0.0,0
-1.2547833,-0.61247784,0.39588043,-0.97848505,1.6242447,1.0,0.0,0
0.69842064,0.7394771,-0.38877296,-0.30975023,0.39798436,1.0,0.0,0
-1.2547833,-0.9504666,-0.018549178,-0.13009013,-1.5828977,0.0,0.0,0
-1.3048655,-0.6800756,0.15827411,-0.6291459,1.0582784,1.0,0.0,0
-1.1045369,-1.6264441,-0.5158647,1.1375116,-0.042211656,1.0,0.0,0
-0.6037153,-0.61247784,-0.9800258,0.5386447,0.083558634,1.0,0.0,0
0.047352675,-0.4096846,-0.4771846,0.75822926,-1.2527508,1.0,0.0,0
-0.55363315,0.06349964,-0.14564092,0.14938113,-0.43524382,0.0,1.0,0
-0.45346886,-1.1532599,-0.5987506,1.2273417,-1.0955379,1.0,0.0,0
0.798585,0.80707484,-0.6871623,0.64843696,-0.40380123,0.0,1.0,0
-1.1045369,-1.7616396,-0.6705851,0.119437784,0.7438527,1.0,0.0,0
-1.3048655,-1.0856621,0.1748513,-0.060222313,-1.6929467,1.0,0.0,0
0.097434826,0.19869514,-0.52139044,1.0876061,-1.158423,1.0,0.0,0
0.39792776,1.1450636,0.21353139,-0.8587116,1.750015,1.0,0.0,0
-0.503551,-0.8828688,0.44561198,-0.45946696,1.4355893,0.0,1.0,0
0.59825635,0.26629287,-0.875037,0.9778138,0.11500121,1.0,0.0,0
0.49809206,0.80707484,0.34614888,-0.7289571,-1.3942423,0.0,0.0,0
-1.3048655,-0.9504666,-0.25062975,0.25917342,0.83818036,1.0,0.0,0
-0.35330456,-0.8828688,-0.8087283,1.4169829,-0.43524382,1.0,0.0,0
-0.6037153,-0.13929361,-0.27273268,0.059551083,0.2564928,1.0,0.0,0
1.0990779,0.80707484,0.5008693,-0.39958027,0.9639507,1.0,0.0,0
-0.6037153,-0.071695864,-0.6871623,1.3171717,1.3569828,0.0,1.0,0
-1.0043726,-0.9504666,-1.5768045,1.5766808,-0.6710631,0.0,1.0,0
0.8987493,0.53668386,-0.38324723,-0.23988241,1.5141957,0.0,0.0,0
-1.2547833,-1.2208576,-0.6650593,0.8480593,0.0049522053,1.0,0.0,0
-0.7539618,-0.2744891,-0.6540079,1.3570962,0.22505021,1.0,0.0,0
-1.3048655,-1.0856621,-0.62637925,1.0377005,-0.5924567,1.0,0.0,0
-0.05281163,-0.5448801,0.19142848,-0.3496747,1.089721,0.0,1.0,0
0.798585,0.53668386,1.0313392,-1.3278241,0.66524625,1.0,0.0,0
1.0990779,0.53668386,0.73847556,-0.70899487,-0.8754398,1.0,0.0,0
-0.80404395,-0.4096846,-0.814254,1.0077572,0.14644378,1.0,0.0,0
0.84866714,0.7394771,-0.18432102,-0.0502412,0.7910165,0.0,1.0,0
0.9989136,0.33389062,-1.5270729,2.0557745,-0.27803096,1.0,0.0,1
1.1992422,1.3478569,0.4511377,-0.74891937,0.9639507,1.0,0.0,0
0.34784558,0.46908614,-0.8971399,0.66839916,-1.1269804,0.0,1.0,0
0.4480099,0.46908614,-1.0352831,0.6384558,1.639966,1.0,0.0,0
-1.5552763,-1.4912486,0.36272606,-0.2997691,-0.37235868,1.0,0.0,0
-0.55363315,0.06349964,-0.38877296,1.3171717,1.2783765,0.0,1.0,0
-0.2030581,0.53668386,-0.7700482,0.07951332,0.16216508,1.0,0.0,0
0.24768129,0.8746726,-0.27273268,0.17932448,-1.0798166,1.0,0.0,0
-0.7038796,-0.071695864,0.29641733,-0.25984463,-0.95404625,1.0,0.0,0
-1.3048655,-1.1532599,-0.2561555,0.119437784,-1.0169314,1.0,0.0,0
-0.6037153,-0.2744891,1.9375585,-1.5973142,1.0268358,1.0,0.0,0
0.047352675,0.8746726,-1.2949923,2.4650002,-0.6553418,1.0,0.0,0
1.0990779,1.0098681,-0.32246423,0.03958885,-0.23086709,1.0,0.0,0
-0.55363315,-0.74767333,-0.64848214,0.75822926,-1.4571275,1.0,0.0,0
-1.3549476,-1.2208576,1.1860595,-1.317843,0.27221408,1.0,0.0,0
0.34784558,-0.13929361,-0.27273268,-0.120109014,1.0268358,0.0,1.0,0
-0.8541261,-0.61247784,0.29641733,0.009645501,-1.4099636,1.0,0.0,0
-1.0043726,-1.2208576,-0.38877296,0.54862577,1.6714085,1.0,0.0,0
1.1992422,0.67187935,-0.42745304,0.8480593,-0.41952252,1.0,0.0,0
-0.7038796,-0.34208685,0.15827411,-0.32971245,1.1683275,0.0,1.0,0
0.74850285,0.6042816,-0.7700482,1.0776249,-1.6615041,1.0,0.0,0
-0.102893785,-0.4096846,1.1694824,-1.2978808,1.0268358,0.0,1.0,0
0.6483385,0.53668386,-0.92476857,1.4169829,-0.92260367,0.0,1.0,0
-0.35330456,-1.0180644,1.2855226,-1.3877108,-0.8754398,1.0,0.0,0
-0.9542904,-1.3560531,-0.4606074,0.23921117,-0.7653908,1.0,0.0,0
1.0489957,0.80707484,-0.94134575,1.0776249,0.88534427,1.0,0.0,0
0.097434826,0.19869514,0.9097731,-1.058334,1.7814575,0.0,1.0,0
-0.3032224,-0.47728235,-0.50481325,0.8580404,-1.0012101,1.0,0.0,0
-1.5552763,-1.2884554,0.086439654,-0.6291459,1.9072279,1.0,0.0,0
-0.0027294774,-0.0040981136,-0.29483557,0.17932448,-0.60817796,1.0,0.0,0
-0.7038796,-0.071695864,-0.8087283,0.54862577,-1.0955379,1.0,0.0,0
0.19759914,0.06349964,-0.45508167,-0.4894103,1.3412615,0.0,1.0,0
0.798585,0.40148836,-0.3390414,-0.33969358,1.7342937,1.0,0.0,0
-0.05281163,-0.47728235,-0.48271033,0.1893056,-0.026490368,0.0,1.0,0
-0.15297593,-0.2744891,-0.34456712,0.26915452,0.86962295,0.0,1.0,0
-1.6554406,-1.3560531,-0.48823604,1.0676439,1.4041467,1.0,0.0,0
1.1992422,0.06349964,0.20800567,-0.4195425,0.44514823,0.0,1.0,0
0.798585,0.46908614,-0.6374307,1.0476816,1.6714085,1.0,0.0,0
-0.3032224,-0.5448801,-0.62085354,0.14938113,-1.2370294,1.0,0.0,0
-1.9058512,-1.8968351,-0.52139044,0.17932448,-1.378521,1.0,0.0,0
-0.65379745,0.06349964,0.5782294,-0.5892215,-0.9697676,0.0,1.0,0
-1.2047012,-1.9644328,-0.3777215,0.48873907,-1.4728488,0.0,1.0,0
0.047352675,-0.61247784,0.06433674,-0.6291459,1.6714085,1.0,0.0,0
-0.6037153,-1.0856621,-0.30588704,-0.08018455,-1.5671765,1.0,0.0,0
0.14751698,1.2126614,-0.6705851,0.58855027,-0.85971856,1.0,0.0,0
-1.3549476,-1.4236509,0.21905713,-0.55927813,1.3412615,1.0,0.0,0
-1.3549476,-1.1532599,-0.112486556,-0.2299013,-0.98548883,1.0,0.0,0
-0.7038796,-0.0040981136,-0.12353801,0.119437784,-0.6867844,1.0,0.0,0
0.29776344,-0.4096846,-0.42192733,0.9179271,2.0015557,0.0,0.0,0
-0.2030581,-0.5448801,0.34614888,-0.26982576,-1.2055868,1.0,0.0,0
1.0990779,1.2802591,0.3129945,-0.19995794,0.75957394,1.0,0.0,0
-0.503551,0.26629287,2.4403996,-1.8767855,0.27221408,1.0,0.0,0
0.94883144,0.6042816,0.15274839,-0.10014678,1.6714085,1.0,0.0,1
-1.3048655,-1.1532599,-0.5987506,0.29909787,0.083558634,1.0,0.0,0
0.94883144,-0.20689136,0.15827411,-0.24986352,0.42942694,0.0,1.0,0
0.19759914,-0.071695864,0.78268135,-1.1381829,1.5456383,1.0,0.0,0
-1.0043726,-1.2208576,-0.91924286,1.1175494,1.6871299,0.0,1.0,0
0.047352675,-0.4096846,-0.5821734,0.7282859,0.30365664,1.0,0.0,0
-1.0043726,-0.5448801,-0.106960826,-0.20993906,-0.29375222,0.0,0.0,0
0.94883144,-0.2744891,-0.5545448,0.16934337,1.4670318,0.0,1.0,0
0.69842064,0.40148836,-0.875037,0.60851246,-0.5924567,1.0,0.0,0
-1.2547833,-0.9504666,-0.54901904,0.60851246,-0.37235868,0.0,0.0,0
1.800228,2.0238342,-0.029600633,-0.030278964,0.11500121,1.0,0.0,0
1.7000637,1.1450636,1.4015629,-1.4176542,0.83818036,1.0,0.0,0
0.94883144,0.26629287,0.3516746,-0.23988241,-0.60817796,1.0,0.0,0
-0.8541261,-0.61247784,0.5119207,-0.7289571,-1.6929467,0.0,1.0,0
-0.05281163,0.67187935,1.1473794,-1.2379941,1.089721,1.0,0.0,0
-0.45346886,0.40148836,1.3905114,-1.1980696,0.9482294,0.0,0.0,0
